Title: Primitive mantle composition from McDonough & Sun (1995),

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MgO CaO Na2O K2O P2O5 H2O Mg#
31061.70 1628.54 0.866341 1.962482 -7193.547295 0.204633 0.936933 Fe''0.31Mg0.72Fe'''0.11Al0.81Cr1.02Ti0.03O4 0 1.30893 22.614 4.89519 42.8811 12.3789 15.9219 0 0 0 0 0
30767.80 1628.24 0.876171 1.987960 -7325.376330 0.207395 0.949915 Fe''0.31Mg0.72Fe'''0.11Al0.82Cr1.01Ti0.03O4 0 1.29545 23.0986 4.89089 42.41 12.2701 16.0349 0 0 0 0 0
30473.90 1627.93 0.886523 2.014760 -7463.972356 0.210301 0.963574 Fe''0.31Mg0.72Fe'''0.11Al0.84Cr1.00Ti0.03O4 0 1.28147 23.5978 4.88551 41.9252 12.1602 16.1498 0 0 0 0 0
30180.00 1627.63 0.897456 2.043041 -7610.066679 0.213368 0.977986 Fe''0.30Mg0.73Fe'''0.11Al0.85Cr0.98Ti0.03O4 0 1.26697 24.1128 4.87897 41.4252 12.0492 16.2669 0 0 0 0 0
29886.10 1627.33 0.909003 2.072882 -7764.105147 0.216605 0.993195 Fe''0.30Mg0.73Fe'''0.11Al0.87Cr0.97Ti0.03O4 0 1.25195 24.6436 4.87126 40.9102 11.9371 16.3859 0 0 0 0 0
29592.20 1627.02 0.921202 2.104367 -7926.562854 0.220022 1.009245 Fe''0.29Mg0.73Fe'''0.11Al0.88Cr0.95Ti0.03O4 0 1.23641 25.1902 4.86233 40.3801 11.824 16.5069 0 0 0 0 0
29298.40 1626.72 0.934119 2.137680 -8098.292094 0.223638 1.026226 Fe''0.29Mg0.74Fe'''0.11Al0.90Cr0.94Ti0.03O4 0 1.22035 25.7537 4.85214 39.8338 11.71 16.63 0 0 0 0 0
29004.50 1626.41 0.947798 2.172915 -8279.867436 0.227464 1.044191 Fe''0.29Mg0.74Fe'''0.11Al0.92Cr0.92Ti0.03O4 0 1.20376 26.334 4.84065 39.2715 11.595 16.7551 0 0 0 0 0
28710.70 1626.11 0.962314 2.210274 -8472.229310 0.231522 1.063238 Fe''0.28Mg0.74Fe'''0.11Al0.94Cr0.90Ti0.03O4 0 1.18665 26.9319 4.82782 38.6921 11.4792 16.8823 0 0 0 0 0
28416.90 1625.81 0.977726 2.249900 -8676.167539 0.235828 1.083444 Fe''0.28Mg0.75Fe'''0.11Al0.96Cr0.89Ti0.03O4 0 1.16903 27.5476 4.81363 38.0956 11.3626 17.0116 0 0 0 0 0
28123.10 1625.50 0.994096 2.291938 -8892.465532 0.240398 1.104885 Fe''0.28Mg0.75Fe'''0.11Al0.97Cr0.87Ti0.03O4 0 1.15089 28.1807 4.79805 37.4823 11.2453 17.1427 0 0 0 0 0
27829.40 1625.20 1.011523 2.336655 -9122.404017 0.245261 1.127694 Fe''0.27Mg0.75Fe'''0.11Al0.99Cr0.85Ti0.02O4 0 1.13224 28.8324 4.78105 36.8509 11.1274 17.276 0 0 0 0 0
27535.60 1624.90 1.030097 2.384265 -9367.132923 0.250440 1.151982 Fe''0.27Mg0.76Fe'''0.10Al1.01Cr0.83Ti0.02O4 0 1.11309 29.5028 4.7626 36.2014 11.0089 17.4112 0 0 0 0 0
27241.90 1624.59 1.049886 2.434932 -9627.553707 0.255955 1.177838 Fe''0.26Mg0.76Fe'''0.10Al1.03Cr0.82Ti0.02O4 0 1.09347 30.1911 4.74273 35.5344 10.89 17.5483 0 0 0 0 0
26948.20 1624.29 1.071037 2.489038 -9905.520023 0.261846 1.205451 Fe''0.26Mg0.76Fe'''0.10Al1.05Cr0.80Ti0.02O4 0 1.07336 30.8986 4.72137 34.8485 10.7707 17.6874 0 0 0 0 0
26654.50 1623.99 1.093652 2.546835 -10202.396506 0.268142 1.234954 Fe''0.26Mg0.77Fe'''0.10Al1.07Cr0.78Ti0.02O4 0 1.05279 31.625 4.69856 34.1442 10.6512 17.8283 0 0 0 0 0
26360.80 1623.68 1.117848 2.608603 -10519.674450 0.274874 1.266493 Fe''0.25Mg0.77Fe'''0.10Al1.10Cr0.76Ti0.02O4 0 1.03179 32.3695 4.67431 33.422 10.5315 17.9709 0 0 0 0 0
26067.20 1623.38 1.143799 2.674795 -10859.585947 0.282091 1.300297 Fe''0.25Mg0.77Fe'''0.10Al1.12Cr0.74Ti0.02O4 0 1.01038 33.1331 4.6486 32.6809 10.4119 18.1152 0 0 0 0 0
25773.50 1623.08 1.171671 2.745819 -11224.289799 0.289838 1.336577 Fe''0.25Mg0.78Fe'''0.10Al1.14Cr0.72Ti0.02O4 0 0.988551 33.9154 4.62146 31.9211 10.2922 18.2612 0 0 0 0 0
25479.90 1622.77 1.201608 2.822023 -11615.655874 0.298155 1.375518 Fe''0.24Mg0.78Fe'''0.10Al1.16Cr0.70Ti0.02O4 0 0.966367 34.7152 4.59296 31.1439 10.1729 18.4087 0 0 0 0 0
25186.30 1622.47 1.233870 2.904079 -12037.023866 0.307115 1.417456 Fe''0.24Mg0.78Fe'''0.10Al1.18Cr0.68Ti0.02O4 0 0.943829 35.5336 4.56308 30.348 10.0538 18.5576 0 0 0 0 0
24892.70 1622.17 1.268672 2.992511 -12491.179563 0.316775 1.462668 Fe''0.23Mg0.79Fe'''0.10Al1.21Cr0.66Ti0.02O4 0 0.920972 36.3697 4.53188 29.5343 9.93521 18.708 0 0 0 0 0
24599.10 1621.86 1.306252 3.087910 -12981.243683 0.327203 1.511460 Fe''0.23Mg0.79Fe'''0.09Al1.23Cr0.64Ti0.02O4 0 0.897832 37.2224 4.49945 28.7036 9.81725 18.8594 0 0 0 0 0
24305.60 1621.56 1.346953 3.191147 -13511.587889 0.338493 1.564273 Fe''0.23Mg0.79Fe'''0.09Al1.25Cr0.62Ti0.02O4 0 0.874432 38.0921 4.46581 27.8556 9.69998 19.012 0 0 0 0 0
24012.00 1621.25 1.391093 3.303000 -14086.394176 0.350732 1.621518 Fe''0.22Mg0.79Fe'''0.09Al1.28Cr0.59Ti0.02O4 0 0.850802 38.9777 4.43105 26.9913 9.58357 19.1656 0 0 0 0 0
23718.50 1620.95 1.439101 3.424561 -14711.162906 0.364040 1.683748 Fe''0.22Mg0.80Fe'''0.09Al1.30Cr0.57Ti0.02O4 0 0.826973 39.8791 4.39522 26.1106 9.4681 19.32 0 0 0 0 0
23425.00 1620.65 1.491426 3.556939 -15391.721027 0.378540 1.751540 Fe''0.22Mg0.80Fe'''0.09Al1.33Cr0.55Ti0.02O4 0 0.802974 40.7954 4.35842 25.2143 9.35372 19.4752 0 0 0 0 0
23131.50 1620.34 1.548566 3.701372 -16134.566282 0.394370 1.825538 Fe''0.21Mg0.80Fe'''0.09Al1.35Cr0.53Ti0.02O4 0 0.778843 41.7251 4.32076 24.3038 9.2406 19.6309 0 0 0 0 0
22838.00 1620.04 1.611227 3.859640 -16948.769215 0.411725 1.906650 Fe''0.21Mg0.81Fe'''0.09Al1.38Cr0.51Ti0.02O4 0 0.75459 42.6689 4.28229 23.3784 9.12877 19.7871 0 0 0 0 0
22544.60 1619.74 1.680090 4.033439 -17843.199527 0.430793 1.995757 Fe''0.21Mg0.81Fe'''0.09Al1.40Cr0.48Ti0.01O4 0 0.730258 43.6248 4.24315 22.4398 9.01843 19.9436 0 0 0 0 0
22251.10 1619.44 1.756087 4.225095 -18829.918140 0.451832 2.094057 Fe''0.20Mg0.81Fe'''0.09Al1.42Cr0.46Ti0.01O4 0 0.705854 44.5928 4.20342 21.4881 8.90963 20.1002 0 0 0 0 0
21957.70 1619.13 1.840169 4.436963 -19921.263225 0.475104 2.202776 Fe''0.20Mg0.82Fe'''0.08Al1.45Cr0.44Ti0.01O4 0 0.681422 45.5706 4.16325 20.5254 8.80262 20.2567 0 0 0 0 0
21664.30 1618.83 1.933737 4.672579 -21135.355130 0.500998 2.323725 Fe''0.20Mg0.82Fe'''0.08Al1.47Cr0.42Ti0.01O4 0 0.656952 46.5589 4.12272 19.5509 8.6974 20.4131 0 0 0 0 0
21370.90 1618.53 2.038299 4.935686 -22491.714596 0.529928 2.458842 Fe''0.19Mg0.82Fe'''0.08Al1.50Cr0.39Ti0.01O4 0 0.632463 47.5561 4.08197 18.5662 8.59414 20.5691 0 0 0 0 0
21077.50 1618.22 2.155692 5.230856 -24014.192027 0.562404 2.610498 Fe''0.19Mg0.82Fe'''0.08Al1.52Cr0.37Ti0.01O4 0 0.607973 48.5606 4.04117 17.5728 8.49305 20.7244 0 0 0 0 0
20784.20 1617.92 2.288384 5.564281 -25734.656483 0.599106 2.781874 Fe''0.19Mg0.83Fe'''0.08Al1.55Cr0.35Ti0.01O4 0 0.583467 49.5722 4.00044 16.5707 8.39423 20.879 0 0 0 0 0
20490.80 1617.62 2.439392 5.943473 -27692.194476 0.640869 2.976859 Fe''0.18Mg0.83Fe'''0.08Al1.57Cr0.32Ti0.01O4 0 0.558931 50.5897 3.95994 15.5611 8.29786 21.0325 0 0 0 0 0
20197.50 1617.31 2.612316 6.377390 -29933.417382 0.688686 3.200088 Fe''0.18Mg0.83Fe'''0.08Al1.60Cr0.30Ti0.01O4 0 0.534375 51.6107 3.91992 14.5462 8.20428 21.1846 0 0 0 0 0
19904.20 1617.01 2.812322 6.878961 -32525.078658 0.743984 3.458222 Fe''0.18Mg0.83Fe'''0.08Al1.62Cr0.28Ti0.01O4 0 0.509741 52.6352 3.88054 13.5258 8.11367 21.335 0 0 0 0 0
19610.90 1616.71 3.045781 7.464047 -35549.541879 0.808520 3.759463 Fe''0.17Mg0.83Fe'''0.08Al1.65Cr0.26Ti0.01O4 0 0.484998 53.661 3.8421 12.5021 8.02643 21.4833 0 0 0 0 0
19317.60 1616.40 3.158183 7.745764 -37021.964111 0.839691 3.904783 Fe''0.17Mg0.84Fe'''0.08Al1.66Cr0.25Ti0.01O4 0 0.476327 54.0952 3.83566 12.0616 7.97395 21.5572 0 0 0 0 0
19024.40 1616.10 3.147960 7.720461 -36919.361915 0.837051 3.892157 Fe''0.17Mg0.84Fe'''0.08Al1.66Cr0.25Ti0.01O4 0 0.480834 54.0465 3.85464 12.0986 7.94744 21.572 0 0 0 0 0
18731.20 1615.80 3.137001 7.693316 -36807.228890 0.834208 3.878585 Fe''0.17Mg0.84Fe'''0.08Al1.66Cr0.25Ti0.01O4 0 0.485353 53.995 3.87377 12.1385 7.92084 21.5865 0 0 0 0 0
18437.90 1615.50 3.125233 7.664146 -36684.629341 0.831142 3.863973 Fe''0.17Mg0.84Fe'''0.08Al1.65Cr0.25Ti0.01O4 0 0.489882 53.9403 3.89305 12.1818 7.89414 21.6008 0 0 0 0 0
18144.70 1615.19 3.112634 7.632870 -36551.275345 0.827846 3.848291 Fe''0.17Mg0.84Fe'''0.08Al1.65Cr0.25Ti0.01O4 0 0.494406 53.8824 3.91247 12.2285 7.86737 21.6148 0 0 0 0 0
17851.60 1614.89 3.099034 7.599110 -36404.900895 0.824275 3.831323 Fe''0.17Mg0.84Fe'''0.08Al1.65Cr0.25Ti0.01O4 0 0.498935 53.8206 3.93208 12.2794 7.84051 21.6284 0 0 0 0 0
17558.40 1614.59 3.084370 7.562686 -36244.743881 0.820410 3.812988 Fe''0.17Mg0.84Fe'''0.08Al1.65Cr0.25Ti0.01O4 0 0.503459 53.7545 3.95187 12.3349 7.81356 21.6417 0 0 0 0 0
17265.20 1614.28 3.068592 7.523450 -36070.177375 0.816237 3.793219 Fe''0.17Mg0.84Fe'''0.08Al1.65Cr0.26Ti0.01O4 0 0.507962 53.6839 3.97184 12.3953 7.78652 21.6545 0 0 0 0 0
16972.10 1613.98 3.051490 7.480920 -35878.385222 0.811700 3.771748 Fe''0.17Mg0.84Fe'''0.08Al1.65Cr0.26Ti0.01O4 0 0.51245 53.6078 3.99203 12.4614 7.75939 21.6669 0 0 0 0 0
16679.00 1613.68 3.032975 7.434846 -35668.235966 0.806771 3.748459 Fe''0.17Mg0.84Fe'''0.08Al1.64Cr0.26Ti0.01O4 0 0.516908 53.5259 4.01245 12.5339 7.73218 21.6786 0 0 0 0 0
16385.90 1613.38 3.012895 7.384854 -35437.784947 0.801412 3.723158 Fe''0.17Mg0.84Fe'''0.08Al1.64Cr0.26Ti0.01O4 0 0.521328 53.4373 4.03313 12.6136 7.70489 21.6897 0 0 0 0 0
16092.80 1613.07 2.991149 7.330660 -35185.698540 0.795591 3.695710 Fe''0.17Mg0.84Fe'''0.08Al1.64Cr0.26Ti0.01O4 0 0.525692 53.3415 4.05408 12.7011 7.67753 21.7001 0 0 0 0 0
15799.70 1612.77 2.967422 7.271524 -34907.838722 0.789224 3.665715 Fe''0.17Mg0.84Fe'''0.08Al1.64Cr0.26Ti0.01O4 0 0.530001 53.2368 4.07535 12.7981 7.6501 21.7096 0 0 0 0 0
15506.70 1612.47 2.941570 7.207061 -34602.340534 0.782269 3.632984 Fe''0.17Mg0.84Fe'''0.08Al1.63Cr0.27Ti0.01O4 0 0.534234 53.1225 4.09699 12.9056 7.62263 21.718 0 0 0 0 0
15213.70 1612.16 2.913421 7.136817 -34266.975796 0.774679 3.597295 Fe''0.17Mg0.84Fe'''0.08Al1.63Cr0.27Ti0.01O4 0 0.538376 52.9973 4.11901 13.0249 7.59514 21.7253 0 0 0 0 0
14920.70 1611.86 2.882553 7.059773 -33896.180105 0.766337 3.558105 Fe''0.17Mg0.85Fe'''0.08Al1.63Cr0.27Ti0.01O4 0 0.542418 52.859 4.14154 13.1583 7.56765 21.7312 0 0 0 0 0
14627.70 1611.56 2.848729 6.975316 -33486.875764 0.757178 3.515109 Fe''0.16Mg0.85Fe'''0.08Al1.62Cr0.27Ti0.01O4 0 0.54634 52.7057 4.16463 13.3077 7.5402 21.7354 0 0 0 0 0
14334.70 1611.26 2.811601 6.882568 -33034.491163 0.747105 3.467855 Fe''0.16Mg0.85Fe'''0.08Al1.62Cr0.28Ti0.01O4 0 0.550127 52.5351 4.18839 13.4758 7.51287 21.7377 0 0 0 0 0
14041.70 1610.95 2.770879 6.780778 -32535.226109 0.736037 3.415967 Fe''0.16Mg0.85Fe'''0.08Al1.61Cr0.28Ti0.01O4 0 0.553758 52.3446 4.21293 13.6653 7.48574 21.7377 0 0 0 0 0
13748.80 1610.65 2.725942 6.668431 -31980.899263 0.723802 3.358649 Fe''0.16Mg0.85Fe'''0.08Al1.61Cr0.29Ti0.01O4 0 0.557222 52.1298 4.23846 13.8807 7.4589 21.7349 0 0 0 0 0
13455.90 1610.35 2.676382 6.544474 -31366.147089 0.710287 3.295369 Fe''0.16Mg0.85Fe'''0.08Al1.60Cr0.29Ti0.01O4 0 0.560504 51.8866 4.26518 14.1264 7.43252 21.7288 0 0 0 0 0
13162.90 1610.05 2.621639 6.407498 -30683.589713 0.695336 3.225404 Fe''0.16Mg0.85Fe'''0.08Al1.59Cr0.30Ti0.01O4 0 0.563595 51.6095 4.29339 14.4081 7.40681 21.7186 0 0 0 0 0
12870.10 1609.74 2.561331 6.256520 -29928.128843 0.678843 3.148256 Fe''0.16Mg0.85Fe'''0.09Al1.59Cr0.31Ti0.01O4 0 0.566494 51.2926 4.32339 14.7319 7.38209 21.7036 0 0 0 0 0
12577.20 1609.44 2.494510 6.089188 -29087.270863 0.660543 3.062702 Fe''0.16Mg0.85Fe'''0.09Al1.58Cr0.31Ti0.01O4 0 0.56921 50.9259 4.35576 15.108 7.35869 21.6824 0 0 0 0 0
12284.30 1609.14 2.420701 5.904282 -28154.671526 0.640305 2.968126 Fe''0.16Mg0.85Fe'''0.09Al1.57Cr0.32Ti0.01O4 0 0.571768 50.4997 4.39108 15.5465 7.33719 21.6538 0 0 0 0 0
11991.50 1608.84 2.339347 5.700385 -27122.849398 0.617973 2.863801 Fe''0.16Mg0.85Fe'''0.09Al1.55Cr0.33Ti0.01O4 0 0.574219 50.0013 4.43015 16.0601 7.3183 21.6159 0 0 0 0 0
11698.70 1608.53 2.250130 5.476665 -25987.454590 0.593457 2.749311 Fe''0.16Mg0.85Fe'''0.09Al1.54Cr0.35Ti0.01O4 0 0.57665 49.416 4.47398 16.6637 7.30301 21.5667 0 0 0 0 0
11405.90 1608.23 2.152408 5.231517 -24739.853648 0.566577 2.623822 Fe''0.16Mg0.85Fe'''0.09Al1.52Cr0.36Ti0.01O4 0 0.579173 48.7223 4.52398 17.3788 7.29258 21.5031 0 0 0 0 0
11113.10 1607.93 2.046434 4.965532 -23383.137594 0.537402 2.487656 Fe''0.16Mg0.85Fe'''0.09Al1.50Cr0.38Ti0.01O4 0 0.58196 47.8989 4.58179 18.2266 7.28869 21.422 0 0 0 0 0
10820.30 1607.63 1.932811 4.680185 -21924.960733 0.506098 2.341581 Fe''0.16Mg0.85Fe'''0.09Al1.48Cr0.41Ti0.01O4 0 0.585227 46.9204 4.64938 19.232 7.29347 21.3195 0 0 0 0 0
10527.50 1607.32 1.813070 4.379272 -20385.200625 0.473088 2.187569 Fe''0.16Mg0.85Fe'''0.10Al1.45Cr0.43Ti0.01O4 0 0.589224 45.7628 4.72889 20.4181 7.30938 21.1916 0 0 0 0 0
10234.80 1607.02 1.688902 4.067025 -18785.929078 0.438840 2.027802 Fe''0.17Mg0.85Fe'''0.10Al1.41Cr0.47Ti0.01O4 0 0.594183 44.3979 4.82279 21.8121 7.33934 21.0337 0 0 0 0 0
9942.09 1606.72 1.563356 3.751065 -17167.174625 0.404201 1.866220 Fe''0.17Mg0.84Fe'''0.10Al1.37Cr0.50Ti0.01O4 0 0.600282 42.8098 4.93301 23.4285 7.38623 20.8422 0 0 0 0 0
9649.39 1606.42 1.439829 3.439903 -15573.597387 0.370113 1.707211 Fe''0.17Mg0.84Fe'''0.10Al1.32Cr0.55Ti0.01O4 0 0.607545 40.9937 5.06073 25.2704 7.45254 20.6151 0 0 0 0 0
9356.70 1606.11 1.321965 3.142696 -14053.221159 0.337588 1.555485 Fe''0.17Mg0.84Fe'''0.11Al1.27Cr0.60Ti0.01O4 0 0.615759 38.9664 5.20555 27.3195 7.53971 20.353 0 0 0 0 0
9064.04 1605.81 1.212320 2.865909 -12639.884222 0.307339 1.414352 Fe''0.18Mg0.83Fe'''0.11Al1.21Cr0.65Ti0.01O4 0 0.624416 36.7548 5.36586 29.5486 7.64816 20.0582 0 0 0 0 0
8771.39 1605.51 1.133382 2.666536 -11626.207693 0.285588 1.312842 Fe''0.18Mg0.83Fe'''0.12Al1.16Cr0.70Ti0.01O4 0 0.634488 34.9263 5.50601 31.3763 7.74628 19.8106 0 0 0 0 0
8478.75 1605.21 1.074508 2.517856 -10874.131167 0.269396 1.237255 Fe''0.19Mg0.83Fe'''0.12Al1.12Cr0.74Ti0.01O4 0 0.645733 33.4165 5.62795 32.873 7.83214 19.6047 0 0 0 0 0
8186.14 1604.91 1.018923 2.377422 -10165.904197 0.254123 1.165954 Fe''0.19Mg0.82Fe'''0.12Al1.07Cr0.78Ti0.01O4 0 0.65674 31.8574 5.75366 34.418 7.9258 19.3884 0 0 0 0 0
7893.54 1604.60 0.966883 2.245888 -9504.967839 0.239841 1.099272 Fe''0.19Mg0.82Fe'''0.13Al1.03Cr0.82Ti0.01O4 0 0.667161 30.265 5.88168 35.996 8.02647 19.1637 0 0 0 0 0
7600.96 1604.30 0.918349 2.123192 -8891.011934 0.226541 1.037168 Fe''0.20Mg0.82Fe'''0.13Al0.98Cr0.86Ti0.01O4 0 0.6766 28.6513 6.01056 37.596 8.13332 18.9322 0 0 0 0 0
7308.40 1604.00 0.873443 2.009654 -8325.682464 0.214258 0.979801 Fe''0.20Mg0.81Fe'''0.13Al0.93Cr0.90Ti0.02O4 0 0.684667 27.0363 6.13839 39.1991 8.24483 18.6967 0 0 0 0 0
7015.85 1603.70 0.832119 1.905177 -7808.441041 0.202977 0.927116 Fe''0.21Mg0.81Fe'''0.14Al0.88Cr0.95Ti0.02O4 0 0.690992 25.4375 6.26336 40.7888 8.35931 18.46 0 0 0 0 0
6723.33 1603.40 0.794253 1.809472 -7337.724874 0.192667 0.878958 Fe''0.21Mg0.81Fe'''0.14Al0.83Cr0.99Ti0.02O4 0 0.695249 23.8719 6.38372 42.3494 8.47485 18.2249 0 0 0 0 0
6430.81 1603.09 0.759979 1.722899 -6915.135056 0.183362 0.835496 Fe''0.21Mg0.80Fe'''0.15Al0.79Cr1.04Ti0.02O4 0 0.697279 22.3685 6.49797 43.8518 8.58807 17.9964 0 0 0 0 0
6138.32 1602.79 0.752979 1.705771 -6835.856092 0.181538 0.826920 Fe''0.21Mg0.80Fe'''0.15Al0.78Cr1.04Ti0.02O4 0 0.704737 22.0733 6.61308 44.0561 8.57494 17.9778 0 0 0 0 0
5845.85 1602.49 0.745963 1.688635 -6756.776618 0.179713 0.818347 Fe''0.21Mg0.80Fe'''0.15Al0.77Cr1.05Ti0.02O4 0 0.712147 21.7789 6.73002 44.2581 8.56113 17.9597 0 0 0 0 0
5553.39 1602.19 0.738928 1.671483 -6677.867031 0.177888 0.809775 Fe''0.21Mg0.80Fe'''0.15Al0.76Cr1.05Ti0.02O4 0 0.719503 21.4853 6.84881 44.4576 8.54658 17.9421 0 0 0 0 0
5260.95 1601.88 0.731889 1.654348 -6599.307357 0.176065 0.801220 Fe''0.21Mg0.80Fe'''0.16Al0.75Cr1.06Ti0.02O4 0 0.726818 21.1932 6.96941 44.6541 8.53133 17.9251 0 0 0 0 0
4968.52 1601.58 0.724802 1.637137 -6520.651939 0.174235 0.792634 Fe''0.21Mg0.80Fe'''0.16Al0.74Cr1.07Ti0.02O4 0 0.734046 20.9017 7.09189 44.8484 8.5152 17.9087 0 0 0 0 0
4676.12 1601.28 0.717682 1.619881 -6442.077249 0.172400 0.784036 Fe''0.21Mg0.80Fe'''0.16Al0.73Cr1.07Ti0.02O4 0 0.741199 20.6115 7.2162 45.04 8.49821 17.8929 0 0 0 0 0
4383.73 1600.98 0.710524 1.602570 -6363.540523 0.170561 0.775418 Fe''0.21Mg0.80Fe'''0.17Al0.72Cr1.08Ti0.02O4 0 0.74827 20.3226 7.34234 45.2287 8.48033 17.8777 0 0 0 0 0
4091.36 1600.68 0.703323 1.585192 -6285.004932 0.168715 0.766777 Fe''0.21Mg0.80Fe'''0.17Al0.71Cr1.08Ti0.02O4 0 0.755251 20.0351 7.47031 45.4145 8.46151 17.8633 0 0 0 0 0
3799.00 1600.38 0.696072 1.567734 -6206.424990 0.166861 0.758106 Fe''0.21Mg0.80Fe'''0.17Al0.70Cr1.09Ti0.02O4 0 0.762136 19.7491 7.6001 45.5974 8.44171 17.8495 0 0 0 0 0
3506.67 1600.07 0.688789 1.550230 -6127.978281 0.165004 0.749423 Fe''0.21Mg0.80Fe'''0.18Al0.69Cr1.09Ti0.02O4 0 0.768938 19.4651 7.73167 45.7768 8.42098 17.8365 0 0 0 0 0
3214.35 1599.77 0.681422 1.532574 -6049.178271 0.163131 0.740674 Fe''0.21Mg0.80Fe'''0.18Al0.68Cr1.10Ti0.02O4 0 0.775606 19.1824 7.86506 45.9535 8.39909 17.8243 0 0 0 0 0
2922.05 1599.47 0.673988 1.514798 -5970.191227 0.161245 0.731876 Fe''0.21Mg0.81Fe'''0.18Al0.68Cr1.11Ti0.02O4 0 0.782155 18.9015 8.00023 46.1271 8.3761 17.8129 0 0 0 0 0
2629.76 1599.17 0.666479 1.496886 -5890.959272 0.159346 0.723021 Fe''0.21Mg0.81Fe'''0.19Al0.67Cr1.11Ti0.02O4 0 0.788576 18.6225 8.13717 46.2974 8.35195 17.8024 0 0 0 0 0
2337.50 1598.87 0.658887 1.478822 -5811.430005 0.157432 0.714102 Fe''0.21Mg0.81Fe'''0.19Al0.66Cr1.12Ti0.02O4 0 0.794863 18.3454 8.27584 46.4645 8.3266 17.7927 0 0 0 0 0
2045.25 1598.56 0.651230 1.460640 -5731.767219 0.155506 0.705137 Fe''0.21Mg0.81Fe'''0.19Al0.65Cr1.12Ti0.02O4 0 0.801036 18.0707 8.41624 46.6279 8.30012 17.784 0 0 0 0 0
1753.02 1598.26 0.643450 1.442220 -5651.449054 0.153555 0.696065 Fe''0.21Mg0.81Fe'''0.20Al0.64Cr1.13Ti0.02O4 0 0.807032 17.7978 8.55833 46.7884 8.27225 17.7762 0 0 0 0 0
1460.80 1597.96 0.635563 1.423593 -5570.631586 0.151584 0.686903 Fe''0.21Mg0.81Fe'''0.20Al0.63Cr1.13Ti0.02O4 0 0.812872 17.527 8.7021 46.9455 8.24305 17.7694 0 0 0 0 0
1168.61 1597.66 0.627560 1.404742 -5489.247831 0.149588 0.677642 Fe''0.21Mg0.81Fe'''0.20Al0.62Cr1.14Ti0.02O4 0 0.818549 17.2586 8.84749 47.0993 8.21249 17.7636 0 0 0 0 0

clinopyroxene_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp structure formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MgO CaO Na2O K2O P2O5 H2O
39887.50 1637.67 13.025080 32.057419 -154389.166999 4.000920 15.711073 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.15Si1.94O6 54.2869 0.841494 3.5003 0.493686 0 3.01751 19.3505 17.1848 1.32475 0 0 0
39593.00 1637.36 13.024564 32.059830 -154492.335003 4.001417 15.713199 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.15Si1.94O6 54.2707 0.839263 3.52293 0.495566 0 3.02336 19.3481 17.1785 1.3216 0 0 0
39298.60 1637.06 13.023999 32.062211 -154594.699227 4.001901 15.715265 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.15Si1.94O6 54.2543 0.836973 3.54584 0.497471 0 3.02928 19.3456 17.1723 1.31829 0 0 0
39004.20 1636.75 13.023564 32.064793 -154698.737912 4.002421 15.717462 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.15Si1.94O6 54.2375 0.834657 3.56913 0.499405 0 3.03523 19.343 17.1662 1.3149 0 0 0
38709.80 1636.45 13.023077 32.067339 -154801.978497 4.002927 15.719597 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.15Si1.94O6 54.2203 0.832278 3.59271 0.501366 0 3.04127 19.3404 17.1603 1.31135 0 0 0
38415.40 1636.15 13.022628 32.069965 -154905.648484 4.003444 15.721764 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.15Si1.94O6 54.2028 0.829853 3.61663 0.503354 0 3.04736 19.3378 17.1545 1.30767 0 0 0
38121.10 1635.84 13.022310 32.072793 -155010.987451 4.003998 15.724062 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.15Si1.94O6 54.185 0.827401 3.64092 0.505373 0 3.05347 19.3349 17.149 1.3039 0 0 0
37826.80 1635.54 13.021937 32.075574 -155115.481520 4.004536 15.726292 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.15Si1.94O6 54.1668 0.824882 3.66553 0.507417 0 3.05967 19.3321 17.1436 1.29995 0 0 0
37532.40 1635.23 13.021693 32.078555 -155221.689175 4.005111 15.728652 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.16Si1.94O6 54.1483 0.82233 3.69052 0.509493 0 3.0659 19.3292 17.1384 1.29591 0 0 0
37238.10 1634.93 13.021390 32.081476 -155326.980634 4.005669 15.730938 cpx Na0.09Ca0.66Fe''0.09Mg1.03Fe'''0.01Ti0.02Al0.16Si1.94O6 54.1294 0.819711 3.71582 0.511595 0 3.07222 19.3262 17.1334 1.29168 0 0 0
