Title: Primitive mantle composition from McDonough & Sun (1995),

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MgO CaO Na2O K2O P2O5 H2O Mg#
39004.20 1636.75 15.678186 39.841153 -187970.798551 4.856820 20.151234 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.07Si1.96O6 56.8946 0.351032 1.80072 0.22193 0 5.16299 33.3499 1.95274 0.26608 0 0 0
38709.80 1636.45 15.717428 39.943863 -188573.248615 4.869692 20.204113 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.07Si1.96O6 56.8787 0.351325 1.82062 0.223858 0 5.1675 33.3403 1.95296 0.26471 0 0 0
38415.40 1636.15 15.757513 40.048735 -189186.509384 4.882826 20.258086 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.07Si1.96O6 56.8626 0.351613 1.84087 0.225819 0 5.17204 33.3306 1.95312 0.263312 0 0 0
38121.10 1635.84 15.798344 40.155392 -189809.570281 4.896190 20.313015 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.96O6 56.8463 0.351901 1.86144 0.227808 0 5.17661 33.3209 1.9532 0.261894 0 0 0
37826.80 1635.54 15.840179 40.264740 -190445.197526 4.909868 20.369254 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.96O6 56.8297 0.352181 1.88239 0.229836 0 5.1812 33.311 1.95327 0.260441 0 0 0
37532.40 1635.23 15.882842 40.376086 -191091.742115 4.923801 20.426558 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.96O6 56.8128 0.352458 1.90369 0.231894 0 5.18582 33.3011 1.95325 0.258965 0 0 0
37238.10 1634.93 15.926550 40.490231 -191751.368272 4.938060 20.485226 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.96O6 56.7957 0.352726 1.92538 0.233992 0 5.19046 33.2911 1.95323 0.257452 0 0 0
36943.90 1634.62 15.971110 40.606430 -192422.159206 4.952582 20.544987 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.96O6 56.7783 0.352991 1.94742 0.23612 0 5.19513 33.281 1.95312 0.255916 0 0 0
36649.60 1634.32 16.016810 40.725673 -193107.306649 4.967461 20.606237 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.96O6 56.7606 0.353244 1.96987 0.23829 0 5.19983 33.2708 1.953 0.254342 0 0 0
36355.30 1634.01 16.063439 40.847171 -193804.648154 4.982626 20.668682 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.96O6 56.7426 0.353492 1.9927 0.240493 0 5.20455 33.2606 1.95278 0.252741 0 0 0
36061.10 1633.71 16.111244 40.971797 -194516.729162 4.998158 20.732659 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.96O6 56.7244 0.353727 2.01594 0.242737 0 5.2093 33.2502 1.95257 0.251101 0 0 0
35766.90 1633.41 16.160161 41.099272 -195243.072668 5.014037 20.798078 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.95O6 56.7059 0.353952 2.03959 0.24502 0 5.21407 33.2398 1.9523 0.249425 0 0 0
35472.70 1633.10 16.210108 41.229259 -195982.915099 5.030233 20.864824 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.95O6 56.687 0.354169 2.06363 0.247339 0 5.21888 33.2293 1.95194 0.247721 0 0 0
35178.50 1632.80 16.261214 41.362341 -196737.427152 5.046792 20.933084 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.08Si1.95O6 56.6679 0.354371 2.08813 0.249703 0 5.22371 33.2186 1.95156 0.245982 0 0 0
34884.30 1632.49 16.312533 41.495863 -197495.574154 5.063413 21.001621 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.09Si1.95O6 56.6485 0.354578 2.11314 0.252119 0 5.22858 33.2078 1.95102 0.244264 0 0 0
34590.20 1632.19 16.365193 41.632943 -198270.606315 5.080454 21.071905 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.09Si1.95O6 56.6287 0.354766 2.1386 0.254579 0 5.23346 33.1969 1.95046 0.242501 0 0 0
34296.10 1631.89 16.415812 41.764897 -199021.776595 5.096851 21.139585 opx Na0.02Ca0.07Fe''0.15Mg1.71Fe'''0.01Ti0.01Al0.09Si1.95O6 56.6084 0.355104 2.16513 0.257163 0 5.2383 33.1855 1.94943 0.24098 0 0 0
34001.90 1631.58 16.465498 41.894405 -199762.747602 5.112949 21.206074 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.09Si1.95O6 56.5877 0.355541 2.19255 0.259842 0 5.24312 33.1736 1.94801 0.239613 0 0 0
33707.80 1631.28 16.516520 42.027462 -200520.551007 5.129464 21.274307 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.09Si1.95O6 56.5666 0.355969 2.2205 0.262577 0 5.24795 33.1617 1.94654 0.238219 0 0 0
33413.80 1630.97 16.568767 42.163527 -201294.285719 5.146356 21.344118 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.09Si1.95O6 56.5451 0.356391 2.24895 0.265357 0 5.25282 33.1496 1.94495 0.236804 0 0 0
33119.70 1630.67 16.622498 42.303525 -202086.800269 5.163710 21.415865 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.09Si1.95O6 56.5233 0.356802 2.27798 0.268196 0 5.2577 33.1374 1.9433 0.23536 0 0 0
32825.60 1630.37 16.677673 42.447222 -202897.812117 5.181513 21.489487 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.09Si1.95O6 56.5011 0.357203 2.30757 0.27109 0 5.2626 33.125 1.94156 0.233889 0 0 0
32531.60 1630.06 16.734252 42.594380 -203727.024698 5.199748 21.564918 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.10Si1.95O6 56.4785 0.357594 2.33769 0.274033 0 5.26754 33.1125 1.93969 0.232396 0 0 0
32237.60 1629.76 16.792491 42.745923 -204577.241459 5.218500 21.642514 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.10Si1.95O6 56.4556 0.357972 2.36843 0.277039 0 5.2725 33.0999 1.93777 0.230873 0 0 0
31943.60 1629.45 16.852295 42.901340 -205447.738797 5.237736 21.722130 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.10Si1.95O6 56.4322 0.358337 2.39973 0.280097 0 5.27749 33.0871 1.93571 0.229325 0 0 0
31649.60 1629.15 16.913914 43.061539 -206341.214424 5.257537 21.804112 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.10Si1.95O6 56.4085 0.358685 2.43167 0.283221 0 5.2825 33.0741 1.93359 0.227747 0 0 0
31355.60 1628.85 16.977349 43.226386 -207257.914353 5.277901 21.888450 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.10Si1.94O6 56.3843 0.359017 2.46424 0.286406 0 5.28753 33.061 1.93137 0.226139 0 0 0
31061.70 1628.54 17.042577 43.395690 -208197.781021 5.298819 21.975103 opx Na0.02Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.10Si1.94O6 56.3597 0.359333 2.4974 0.289646 0 5.2926 33.0478 1.92901 0.224507 0 0 0
30767.80 1628.24 17.109898 43.570486 -209164.147760 5.320390 22.064483 opx Na0.01Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.10Si1.94O6 56.3347 0.359627 2.53125 0.292957 0 5.29769 33.0344 1.92659 0.222841 0 0 0
30473.90 1627.93 17.179237 43.750312 -210156.569901 5.342584 22.156469 opx Na0.01Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.10Si1.94O6 56.3092 0.359901 2.56573 0.296328 0 5.30282 33.0208 1.92403 0.221149 0 0 0
30180.00 1627.63 17.250893 43.936203 -211178.325668 5.365500 22.251472 opx Na0.01Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.11Si1.94O6 56.2833 0.36015 2.60093 0.299773 0 5.30797 33.007 1.9214 0.219423 0 0 0
29886.10 1627.33 17.324897 44.128106 -212230.085049 5.389145 22.349522 opx Na0.01Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.11Si1.94O6 56.2569 0.360372 2.63683 0.303287 0 5.31315 32.9931 1.91866 0.217665 0 0 0
29592.20 1627.02 17.401287 44.325979 -213312.581236 5.413529 22.450657 opx Na0.01Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.11Si1.94O6 56.2301 0.360569 2.67341 0.306865 0 5.31837 32.979 1.91578 0.215879 0 0 0
29298.40 1626.72 17.480372 44.530885 -214429.183564 5.438752 22.555298 opx Na0.01Ca0.07Fe''0.15Mg1.70Fe'''0.01Ti0.01Al0.11Si1.94O6 56.2028 0.360733 2.71074 0.310522 0 5.32361 32.9647 1.91282 0.214057 0 0 0
29004.50 1626.41 17.562170 44.742598 -215580.713637 5.464816 22.663449 opx Na0.01Ca0.07Fe''0.15Mg1.69Fe'''0.01Ti0.01Al0.11Si1.94O6 56.1751 0.360867 2.74879 0.314248 0 5.32891 32.9502 1.90972 0.212205 0 0 0
28710.70 1626.11 17.646994 44.962189 -216770.536713 5.491822 22.775535 opx Na0.01Ca0.07Fe''0.15Mg1.69Fe'''0.01Ti0.01Al0.11Si1.94O6 56.1468 0.360962 2.78763 0.318056 0 5.33422 32.9355 1.90655 0.210317 0 0 0
28416.90 1625.81 17.734960 45.189819 -218000.426758 5.519804 22.891696 opx Na0.01Ca0.07Fe''0.15Mg1.69Fe'''0.01Ti0.01Al0.11Si1.94O6 56.118 0.361017 2.82725 0.321943 0 5.33957 32.9206 1.90325 0.208394 0 0 0
28123.10 1625.50 17.826166 45.425598 -219271.888403 5.548791 23.012049 opx Na0.01Ca0.07Fe''0.15Mg1.69Fe'''0.01Ti0.01Al0.12Si1.94O6 56.0887 0.361033 2.86764 0.325903 0 5.34498 32.9055 1.89981 0.206441 0 0 0
27829.40 1625.20 17.921009 45.670820 -220589.398542 5.578911 23.137129 opx Na0.01Ca0.07Fe''0.15Mg1.69Fe'''0.01Ti0.01Al0.12Si1.93O6 56.0589 0.360999 2.90886 0.329952 0 5.35042 32.8901 1.89629 0.204448 0 0 0
27535.60 1624.90 18.019696 45.925878 -221955.909045 5.610227 23.267197 opx Na0.01Ca0.07Fe''0.15Mg1.69Fe'''0.01Ti0.01Al0.12Si1.93O6 56.0286 0.360916 2.95093 0.334087 0 5.3559 32.8745 1.89266 0.202418 0 0 0
27241.90 1624.59 18.122312 46.190841 -223372.691540 5.642761 23.402346 opx Na0.01Ca0.07Fe''0.15Mg1.69Fe'''0.01Ti0.01Al0.12Si1.93O6 55.9977 0.360781 2.9938 0.338301 0 5.36144 32.8588 1.88887 0.200356 0 0 0
26948.20 1624.29 18.229406 46.467401 -224846.213152 5.676691 23.543316 opx Na0.01Ca0.07Fe''0.15Mg1.69Fe'''0.01Ti0.01Al0.12Si1.93O6 55.9663 0.360584 3.03758 0.342611 0 5.36702 32.8427 1.885 0.198253 0 0 0
26654.50 1623.99 18.341192 46.755961 -226379.441258 5.712080 23.690371 opx Na0.01Ca0.07Fe''0.16Mg1.69Fe'''0.01Ti0.01Al0.13Si1.93O6 55.9343 0.360322 3.08225 0.347014 0 5.37266 32.8264 1.88102 0.196111 0 0 0
26360.80 1623.68 18.457907 47.056982 -227975.645025 5.749000 23.843804 opx Na0.01Ca0.07Fe''0.16Mg1.69Fe'''0.01Ti0.01Al0.13Si1.93O6 55.9017 0.359994 3.12778 0.351503 0 5.37837 32.8098 1.87688 0.193934 0 0 0
26067.20 1623.38 18.580141 47.372258 -229641.720731 5.787640 24.004405 opx Na0.01Ca0.07Fe''0.16Mg1.69Fe'''0.01Ti0.01Al0.13Si1.93O6 55.8686 0.359587 3.17427 0.356095 0 5.38414 32.7929 1.87266 0.191714 0 0 0
25773.50 1623.08 18.708303 47.702694 -231383.182047 5.828124 24.172692 opx Na0.01Ca0.07Fe''0.16Mg1.69Fe'''0.01Ti0.01Al0.13Si1.93O6 55.8349 0.359098 3.22172 0.360787 0 5.38997 32.7758 1.86832 0.189452 0 0 0
25479.90 1622.77 18.842663 48.048827 -233203.650397 5.870536 24.349002 opx Na0.01Ca0.07Fe''0.16Mg1.69Fe'''0.01Ti0.01Al0.13Si1.93O6 55.8006 0.358523 3.27007 0.365573 0 5.3959 32.7584 1.86384 0.187154 0 0 0
25186.30 1622.47 18.984072 48.413131 -235113.386645 5.915144 24.534464 opx Na0.01Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.14Si1.92O6 55.7656 0.357847 3.31945 0.370471 0 5.4019 32.7406 1.85927 0.18481 0 0 0
24892.70 1622.17 19.133022 48.796713 -237118.873674 5.962100 24.729700 opx Na0.01Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.14Si1.92O6 55.7301 0.357065 3.36983 0.375477 0 5.40799 32.7225 1.85459 0.182423 0 0 0
24599.10 1621.86 19.290067 49.200838 -239227.399518 6.011575 24.935417 opx Na0.01Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.14Si1.92O6 55.6939 0.356171 3.42119 0.380586 0 5.41421 32.7041 1.84976 0.179995 0 0 0
24305.60 1621.56 19.456222 49.628397 -241451.193545 6.063889 25.152953 opx Na0.01Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.14Si1.92O6 55.6572 0.355147 3.4736 0.385814 0 5.42053 32.6854 1.84486 0.177519 0 0 0
24012.00 1621.25 19.632211 50.080943 -243800.056493 6.119265 25.383223 opx Na0.01Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.14Si1.92O6 55.6198 0.35399 3.52704 0.391153 0 5.427 32.6662 1.83982 0.175001 0 0 0
23718.50 1620.95 19.819249 50.561878 -246288.678080 6.178086 25.627824 opx Na0.01Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.15Si1.92O6 55.5817 0.352678 3.58157 0.396617 0 5.4336 32.6467 1.83472 0.172432 0 0 0
23425.00 1620.65 20.018437 51.073867 -248931.293589 6.240692 25.888170 opx Na0.01Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.15Si1.92O6 55.543 0.351201 3.63717 0.402205 0 5.44036 32.6267 1.82952 0.169815 0 0 0
23131.50 1620.34 20.230983 51.619831 -251743.411641 6.307458 26.165808 opx Na0.01Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.15Si1.92O6 55.5037 0.349547 3.69382 0.407912 0 5.44734 32.6064 1.8242 0.167153 0 0 0
22838.00 1620.04 20.458837 52.205074 -254749.112455 6.378998 26.463297 opx Na0.01Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.15Si1.91O6 55.4637 0.347688 3.75161 0.413756 0 5.45452 32.5855 1.81883 0.164435 0 0 0
22544.60 1619.74 20.703638 52.833617 -257969.286870 6.455821 26.782738 opx Na0.01Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.16Si1.91O6 55.423 0.34561 3.81048 0.419732 0 5.46195 32.5641 1.81339 0.161665 0 0 0
22251.10 1619.44 20.967796 53.511622 -261434.416413 6.538679 27.127255 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.16Si1.91O6 55.3818 0.343287 3.87046 0.425848 0 5.46968 32.5422 1.80789 0.15884 0 0 0
21957.70 1619.13 21.253581 54.244711 -265173.318658 6.628276 27.499766 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.16Si1.91O6 55.3399 0.3407 3.93147 0.432094 0 5.47777 32.5198 1.80231 0.155964 0 0 0
21664.30 1618.83 21.564710 55.042713 -269232.315091 6.725779 27.905116 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.16Si1.91O6 55.2974 0.337806 3.9936 0.438494 0 5.48624 32.4967 1.79674 0.153025 0 0 0
21370.90 1618.53 21.904876 55.914894 -273658.220011 6.832337 28.348068 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.91O6 55.2543 0.334575 4.05679 0.445044 0 5.49519 32.473 1.79116 0.150024 0 0 0
21077.50 1618.22 22.278593 56.872596 -278508.150770 6.949355 28.834440 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.91O6 55.2106 0.330971 4.12094 0.451738 0 5.50472 32.4485 1.78558 0.146963 0 0 0
20784.20 1617.92 22.692136 57.932198 -283860.525062 7.078797 29.372389 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.91O6 55.1664 0.326935 4.18608 0.458598 0 5.51491 32.4232 1.78008 0.143829 0 0 0
20490.80 1617.62 23.152970 59.112582 -289809.642435 7.222989 29.971552 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.90O6 55.1217 0.322413 4.25213 0.465625 0 5.52593 32.3969 1.77468 0.140621 0 0 0
20197.50 1617.31 23.669848 60.435904 -296465.847342 7.384658 30.643226 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.18Si1.90O6 55.0765 0.317347 4.31891 0.47281 0 5.53797 32.3697 1.7694 0.137339 0 0 0
19904.20 1617.01 24.255713 61.935580 -303991.378593 7.567847 31.404190 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.18Si1.90O6 55.031 0.31164 4.38639 0.480181 0 5.55123 32.3412 1.76436 0.133965 0 0 0
19610.90 1616.71 24.926131 63.651159 -312582.213196 7.777409 32.274545 opx Na0.01Ca0.07Fe''0.16Mg1.66Fe'''0.01Ti0.01Al0.18Si1.90O6 54.9852 0.305199 4.45434 0.487739 0 5.56605 32.3114 1.75962 0.130495 0 0 0
19317.60 1616.40 25.236920 64.447880 -316680.772234 7.875476 32.679969 opx Na0.01Ca0.07Fe''0.16Mg1.66Fe'''0.01Ti0.01Al0.18Si1.90O6 54.9657 0.301149 4.48003 0.492252 0 5.57472 32.2985 1.75994 0.127689 0 0 0
19024.40 1616.10 25.193507 64.340068 -316347.754766 7.863624 32.627467 opx Na0.01Ca0.07Fe''0.16Mg1.66Fe'''0.01Ti0.01Al0.18Si1.90O6 54.968 0.299484 4.47095 0.494158 0 5.57715 32.3005 1.76432 0.125445 0 0 0
18731.20 1615.80 25.146885 64.224035 -315974.019422 7.850775 32.570806 opx Na0.01Ca0.07Fe''0.16Mg1.66Fe'''0.01Ti0.01Al0.18Si1.90O6 54.9705 0.297765 4.46154 0.496024 0 5.57949 32.3027 1.76883 0.123158 0 0 0
18437.90 1615.50 25.096749 64.099004 -315555.756828 7.836835 32.509592 opx Na0.01Ca0.07Fe''0.16Mg1.66Fe'''0.01Ti0.01Al0.18Si1.90O6 54.9733 0.295986 4.45176 0.497847 0 5.58173 32.3051 1.77349 0.120825 0 0 0
18144.70 1615.19 25.042914 63.964298 -315090.728101 7.821742 32.443561 opx Na0.01Ca0.07Fe''0.16Mg1.66Fe'''0.01Ti0.01Al0.18Si1.90O6 54.9763 0.294149 4.44157 0.499617 0 5.58388 32.3077 1.77827 0.118452 0 0 0
17851.60 1614.89 24.984843 63.818944 -314571.569659 7.805335 32.372063 opx Na0.01Ca0.07Fe''0.16Mg1.66Fe'''0.01Ti0.01Al0.18Si1.90O6 54.9797 0.292236 4.43095 0.501336 0 5.58586 32.3106 1.78325 0.11603 0 0 0
17558.40 1614.59 24.922195 63.661872 -313994.321311 7.787506 32.294636 opx Na0.01Ca0.07Fe''0.16Mg1.66Fe'''0.01Ti0.01Al0.18Si1.90O6 54.9834 0.290245 4.41984 0.502996 0 5.58771 32.3138 1.78841 0.113561 0 0 0
17265.20 1614.28 24.854664 63.492099 -313355.257518 7.768155 32.210860 opx Na0.01Ca0.07Fe''0.16Mg1.66Fe'''0.01Ti0.01Al0.18Si1.90O6 54.9875 0.288174 4.40819 0.504584 0 5.58942 32.3173 1.79373 0.111049 0 0 0
16972.10 1613.98 24.781564 63.308269 -312645.071056 7.747076 32.119893 opx Na0.01Ca0.07Fe''0.16Mg1.66Fe'''0.01Ti0.01Al0.18Si1.90O6 54.9921 0.286004 4.39594 0.506101 0 5.59092 32.3211 1.79929 0.108487 0 0 0
16679.00 1613.68 24.702430 63.108991 -311858.111488 7.724121 32.021106 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.18Si1.90O6 54.9972 0.283729 4.38303 0.507534 0 5.59222 32.3253 1.80507 0.105877 0 0 0
16385.90 1613.38 24.616639 62.892674 -310986.436471 7.699095 31.913697 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.18Si1.90O6 55.0029 0.281338 4.36938 0.508872 0 5.59329 32.3299 1.8111 0.103219 0 0 0
16092.80 1613.07 24.523633 62.657690 -310023.123849 7.671820 31.796917 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.18Si1.90O6 55.0092 0.278826 4.35491 0.510101 0 5.59415 32.3349 1.81736 0.100518 0 0 0
15799.70 1612.77 24.422336 62.401688 -308953.982500 7.641969 31.669420 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.18Si1.90O6 55.0163 0.276164 4.3395 0.511215 0 5.59469 32.3404 1.82394 0.0977641 0 0 0
15506.70 1612.47 24.312020 62.122597 -307769.818478 7.609311 31.530236 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.18Si1.90O6 55.0242 0.273345 4.32305 0.512194 0 5.59491 32.3465 1.83085 0.0949631 0 0 0
15213.70 1612.16 24.191791 61.817942 -306459.484272 7.573563 31.378186 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.18Si1.90O6 55.033 0.270358 4.30542 0.513019 0 5.59483 32.3532 1.83807 0.092119 0 0 0
14920.70 1611.86 24.060129 61.484225 -305003.083306 7.534259 31.211345 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.90O6 55.0429 0.267165 4.28643 0.513675 0 5.59431 32.3605 1.84572 0.0892228 0 0 0
14627.70 1611.56 23.915839 61.118191 -303385.500204 7.491022 31.028139 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.90O6 55.0541 0.263753 4.26591 0.514135 0 5.59336 32.3687 1.85382 0.0862798 0 0 0
14334.70 1611.26 23.757357 60.715835 -301586.652417 7.443364 30.826539 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.90O6 55.0667 0.260094 4.24361 0.514374 0 5.59191 32.3777 1.86241 0.0832909 0 0 0
14041.70 1610.95 23.583112 60.272949 -299586.556801 7.390789 30.604483 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.90O6 55.0808 0.256171 4.21931 0.51436 0 5.58996 32.3876 1.87152 0.0802626 0 0 0
13748.80 1610.65 23.390632 59.783583 -297352.988714 7.332533 30.358806 opx Na0.01Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.90O6 55.0969 0.251931 4.19264 0.514056 0 5.58736 32.3986 1.88132 0.0771878 0 0 0
13455.90 1610.35 23.177659 59.241769 -294857.157296 7.267887 30.086553 opx Na0.00Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.90O6 55.1151 0.247346 4.16323 0.513419 0 5.58408 32.4109 1.89184 0.0740728 0 0 0
13162.90 1610.05 22.941309 58.640124 -292061.972085 7.195949 29.783977 opx Na0.00Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.91O6 55.1358 0.242375 4.13062 0.512398 0 5.58005 32.4246 1.90322 0.0709196 0 0 0
12870.10 1609.74 22.678958 57.971733 -288933.442795 7.115888 29.447635 opx Na0.00Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.91O6 55.1594 0.236991 4.09433 0.510938 0 5.57525 32.4398 1.91552 0.067741 0 0 0
12577.20 1609.44 22.385992 57.225161 -285411.957502 7.026273 29.071577 opx Na0.00Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.17Si1.91O6 55.1864 0.231114 4.05356 0.508964 0 5.56949 32.4569 1.92903 0.0645288 0 0 0
12284.30 1609.14 22.058598 56.390446 -281448.160498 6.925900 28.650809 opx Na0.00Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.16Si1.91O6 55.2174 0.224706 4.00756 0.506398 0 5.56274 32.476 1.94389 0.0612964 0 0 0
11991.50 1608.84 21.692202 55.455865 -276982.584300 6.813331 28.179365 opx Na0.00Ca0.07Fe''0.16Mg1.67Fe'''0.01Ti0.01Al0.16Si1.91O6 55.2531 0.217717 3.9554 0.503147 0 5.55496 32.4973 1.96035 0.058054 0 0 0
11698.70 1608.53 21.282069 54.409103 -271953.683796 6.687070 27.651038 opx Na0.00Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.16Si1.91O6 55.294 0.210112 3.89605 0.499113 0 5.54615 32.5211 1.97864 0.0548173 0 0 0
11405.90 1608.23 20.821861 53.234259 -266278.578473 6.545131 27.057596 opx Na0.00Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.16Si1.91O6 55.3412 0.201808 3.82801 0.494165 0 5.53619 32.5478 1.99925 0.0515905 0 0 0
11113.10 1607.93 20.306746 51.918748 -259893.674389 6.385974 26.392675 opx Na0.00Ca0.07Fe''0.16Mg1.68Fe'''0.01Ti0.01Al0.15Si1.91O6 55.3955 0.192788 3.74994 0.488184 0 5.52517 32.5774 2.02253 0.0483968 0 0 0
10820.30 1607.63 19.732058 50.450585 -252736.977624 6.208112 25.650135 opx Na0.00Ca0.08Fe''0.16Mg1.68Fe'''0.01Ti0.00Al0.15Si1.92O6 55.4579 0.183041 3.66035 0.481048 0 5.51322 32.6102 2.04895 0.0452574 0 0 0
10527.50 1607.32 19.095210 48.822940 -244772.846226 6.010693 24.826499 opx Na0.00Ca0.08Fe''0.16Mg1.68Fe'''0.01Ti0.00Al0.14Si1.92O6 55.5289 0.17261 3.55803 0.472663 0 5.50059 32.6461 2.0789 0.0422011 0 0 0
10234.80 1607.02 18.393901 47.030191 -235968.691133 5.792961 23.918718 opx Na0.00Ca0.08Fe''0.16Mg1.68Fe'''0.01Ti0.00Al0.14Si1.92O6 55.6093 0.16152 3.44161 0.462928 0 5.48744 32.685 2.11303 0.0392446 0 0 0
9942.09 1606.72 17.630187 45.077401 -226348.244112 5.555500 22.929340 opx Na0.00Ca0.08Fe''0.16Mg1.69Fe'''0.01Ti0.00Al0.13Si1.92O6 55.6989 0.149912 3.31081 0.451834 0 5.47416 32.7263 2.15164 0.0364162 0 0 0
