'Atmospheric species in mixing ratio (by mol, i.e. by volume for ideal gases), aqueous species in mol/(kg H2O), total C and N in mol'
'Time (Myr)' 	 CO2(g) 	 CH4(g) 	 O2(g) 	 N2(g) 	 H2O(g) 	 'P_surface (bar)' 	 'T_surface (K)' 	 'DeltaT GHE (K)' 	 'Ox C(aq)' 	 'Red C(aq)' 	 'Total N(aq)' 	 'Ocean pH' 	 'Ocean log f(O2) at Tsurf0' 	 'Rain pH' 	 'Total C g+aq' 	 'Total N g+aq' 	 'Mocean (kg)' 	 'Mriver (kg)' 	 'nAir (mol)'
0.95 	 0.910583 	 0 	 0.0173528 	 0.0708516 	 0.00121303 	 11.4223 	 288 	 70.1309 	 0.4634 	 0 	 0.000696572 	 12.3992 	 -1.16305 	 3.35174 	 2.62768e+21 	 3.08932e+20 	 1.39997e+21 	 1.06289e+24 	 2.17326e+21
0.96 	 0.909528 	 0 	 0.0175459 	 0.0716994 	 0.0012268 	 11.2957 	 288 	 70.0744 	 0.457839 	 0 	 0.000696522 	 12.4176 	 -1.16318 	 3.35392 	 2.59568e+21 	 3.09161e+20 	 1.39997e+21 	 1.06289e+24 	 2.14915e+21
0.97 	 0.908517 	 0 	 0.0177303 	 0.0725128 	 0.00123998 	 11.1772 	 288 	 70.0209 	 0.45263 	 0 	 0.000696481 	 12.4363 	 -1.16332 	 3.35597 	 2.56574e+21 	 3.09389e+20 	 1.39997e+21 	 1.06289e+24 	 2.12662e+21
0.98 	 0.907539 	 0 	 0.0179081 	 0.0732998 	 0.0012527 	 11.0653 	 288 	 69.9703 	 0.447712 	 0 	 0.000696446 	 12.4554 	 -1.16346 	 3.35792 	 2.53745e+21 	 3.09615e+20 	 1.39997e+21 	 1.06289e+24 	 2.10532e+21
0.99 	 0.906588 	 0 	 0.0180807 	 0.0740666 	 0.00126506 	 10.9587 	 288 	 69.9219 	 0.44303 	 0 	 0.000696423 	 12.4747 	 -1.1636 	 3.35978 	 2.5105e+21 	 3.09839e+20 	 1.39997e+21 	 1.06289e+24 	 2.08504e+21
1 	 0.905626 	 0 	 0.0182551 	 0.0748416 	 0.00127754 	 10.853 	 288 	 69.8753 	 0.438388 	 0 	 0.000696405 	 12.4964 	 -1.16373 	 3.36162 	 2.48379e+21 	 3.10061e+20 	 1.39997e+21 	 1.06289e+24 	 2.06494e+21
1.01 	 0.904676 	 0 	 0.0184271 	 0.075607 	 0.00128986 	 10.7508 	 288 	 69.8286 	 0.433898 	 0 	 0.000696392 	 12.5189 	 -1.16387 	 3.36342 	 2.45796e+21 	 3.10283e+20 	 1.39997e+21 	 1.06289e+24 	 2.0455e+21
1.02 	 0.903732 	 0 	 0.0185978 	 0.0763683 	 0.00130208 	 10.6512 	 288 	 69.783 	 0.429523 	 0 	 0.000696386 	 12.5424 	 -1.16401 	 3.36517 	 2.43277e+21 	 3.10502e+20 	 1.39997e+21 	 1.06289e+24 	 2.02654e+21
1.03 	 0.902789 	 0 	 0.0187681 	 0.0771282 	 0.00131428 	 10.5537 	 288 	 69.738 	 0.425236 	 0 	 0.000696387 	 12.567 	 -1.16416 	 3.36689 	 2.40811e+21 	 3.1072e+20 	 1.39997e+21 	 1.06289e+24 	 2.00799e+21
1.04 	 0.901835 	 0 	 0.0189405 	 0.0778976 	 0.00132663 	 10.4568 	 288 	 69.6936 	 0.420974 	 0 	 0.000696382 	 12.5923 	 -1.16433 	 3.36861 	 2.3836e+21 	 3.10937e+20 	 1.39997e+21 	 1.06289e+24 	 1.98955e+21
1.05 	 0.900863 	 0 	 0.0191163 	 0.0786819 	 0.00133921 	 10.3597 	 288 	 69.6489 	 0.416707 	 0 	 0.000696421 	 12.6235 	 -1.16448 	 3.37032 	 2.35905e+21 	 3.11152e+20 	 1.39997e+21 	 1.06289e+24 	 1.97108e+21
1.06 	 0.899882 	 0 	 0.0192935 	 0.0794723 	 0.0013519 	 10.2637 	 288 	 69.6037 	 0.412478 	 0 	 0.000696436 	 12.6533 	 -1.16467 	 3.37203 	 2.33477e+21 	 3.11365e+20 	 1.39997e+21 	 1.06289e+24 	 1.95282e+21
1.07 	 0.898859 	 0 	 0.0194787 	 0.080297 	 0.00136516 	 10.1653 	 288 	 69.5586 	 0.408141 	 0 	 0.000696462 	 12.6869 	 -1.16488 	 3.37378 	 2.30986e+21 	 3.11577e+20 	 1.39997e+21 	 1.06289e+24 	 1.93408e+21
1.08 	 0.897804 	 0 	 0.01967 	 0.0811475 	 0.00137885 	 10.0655 	 288 	 69.5118 	 0.403744 	 0 	 0.000696484 	 12.6959 	 -1.16509 	 3.37555 	 2.28462e+21 	 3.11788e+20 	 1.39997e+21 	 1.06289e+24 	 1.91511e+21
1.09 	 0.896752 	 0 	 0.0198604 	 0.0819954 	 0.00139247 	 9.96818 	 288 	 69.4638 	 0.399451 	 0 	 0.000696509 	 12.6947 	 -1.16531 	 3.37729 	 2.25998e+21 	 3.11997e+20 	 1.39997e+21 	 1.06289e+24 	 1.89658e+21
1.1 	 0.895718 	 0 	 0.0200473 	 0.0828294 	 0.00140584 	 9.87438 	 288 	 69.4165 	 0.395315 	 0 	 0.00069653 	 12.6936 	 -1.16553 	 3.37896 	 2.23625e+21 	 3.12204e+20 	 1.39997e+21 	 1.06289e+24 	 1.87873e+21
1.11 	 0.894696 	 0 	 0.0202316 	 0.0836536 	 0.00141902 	 9.78357 	 288 	 69.3705 	 0.391309 	 0 	 0.000696555 	 12.6924 	 -1.16574 	 3.38059 	 2.21326e+21 	 3.1241e+20 	 1.39997e+21 	 1.06289e+24 	 1.86146e+21
1.12 	 0.893677 	 0 	 0.0204152 	 0.0844757 	 0.00143216 	 9.69472 	 288 	 69.3254 	 0.387389 	 0 	 0.000696583 	 12.6913 	 -1.16595 	 3.38217 	 2.19077e+21 	 3.12616e+20 	 1.39997e+21 	 1.06289e+24 	 1.84456e+21
1.13 	 0.892662 	 0 	 0.0205979 	 0.0852945 	 0.00144523 	 9.60795 	 288 	 69.2808 	 0.38356 	 0 	 0.000696613 	 12.6902 	 -1.16615 	 3.38373 	 2.1688e+21 	 3.12819e+20 	 1.39997e+21 	 1.06289e+24 	 1.82804e+21
1.14 	 0.891632 	 0 	 0.0207834 	 0.0861259 	 0.00145851 	 9.52135 	 288 	 69.2368 	 0.379736 	 0 	 0.000696644 	 12.6891 	 -1.16635 	 3.38527 	 2.14688e+21 	 3.13022e+20 	 1.39997e+21 	 1.06289e+24 	 1.81157e+21
1.15 	 0.890605 	 0 	 0.0209683 	 0.0869553 	 0.00147174 	 9.43663 	 288 	 69.1925 	 0.375994 	 0 	 0.000696677 	 12.688 	 -1.16656 	 3.38679 	 2.12542e+21 	 3.13223e+20 	 1.39998e+21 	 1.06289e+24 	 1.79545e+21
1.16 	 0.889579 	 0 	 0.0211528 	 0.0877834 	 0.00148494 	 9.35359 	 288 	 69.1487 	 0.372325 	 0 	 0.00069671 	 12.6869 	 -1.16676 	 3.38828 	 2.10438e+21 	 3.13422e+20 	 1.39998e+21 	 1.06289e+24 	 1.77965e+21
1.17 	 0.888554 	 0 	 0.0213369 	 0.0886114 	 0.00149813 	 9.27206 	 288 	 69.1053 	 0.368722 	 0 	 0.000696745 	 12.6857 	 -1.16696 	 3.38973 	 2.08373e+21 	 3.13621e+20 	 1.39998e+21 	 1.06289e+24 	 1.76414e+21
1.18 	 0.887528 	 0 	 0.0215208 	 0.0894395 	 0.00151131 	 9.19201 	 288 	 69.0622 	 0.365183 	 0 	 0.000696496 	 12.6839 	 -1.16732 	 3.39116 	 2.06345e+21 	 3.13817e+20 	 1.39997e+21 	 1.06289e+24 	 1.7489e+21
1.19 	 0.886357 	 0 	 0.0217326 	 0.0903836 	 0.00152648 	 9.10165 	 288 	 69.0196 	 0.361225 	 0 	 0.000696552 	 12.6828 	 -1.16746 	 3.39278 	 2.04062e+21 	 3.14012e+20 	 1.39997e+21 	 1.06289e+24 	 1.73171e+21
1.2 	 0.885231 	 0 	 0.0219357 	 0.0912926 	 0.00154102 	 9.01659 	 288 	 68.9709 	 0.357455 	 0 	 0.000696593 	 12.6817 	 -1.16765 	 3.39429 	 2.01907e+21 	 3.14206e+20 	 1.39997e+21 	 1.06289e+24 	 1.71553e+21
1.21 	 0.884125 	 0 	 0.0221346 	 0.0921849 	 0.00155526 	 8.9348 	 288 	 68.9246 	 0.353831 	 0 	 0.000696637 	 12.6807 	 -1.16784 	 3.39575 	 1.99834e+21 	 3.14398e+20 	 1.39997e+21 	 1.06289e+24 	 1.69997e+21
1.22 	 0.883013 	 0 	 0.0223346 	 0.0930826 	 0.00156958 	 8.85403 	 288 	 68.8796 	 0.350251 	 0 	 0.000696679 	 12.6796 	 -1.16803 	 3.39719 	 1.97787e+21 	 3.1459e+20 	 1.39997e+21 	 1.06289e+24 	 1.6846e+21
1.23 	 0.881913 	 0 	 0.0225322 	 0.0939712 	 0.00158374 	 8.77563 	 288 	 68.8347 	 0.346776 	 0 	 0.000696727 	 12.6785 	 -1.16822 	 3.39858 	 1.95799e+21 	 3.1478e+20 	 1.39997e+21 	 1.06289e+24 	 1.66968e+21
1.24 	 0.880821 	 0 	 0.0227282 	 0.0948534 	 0.00159778 	 8.69923 	 288 	 68.7907 	 0.343389 	 0 	 0.000696771 	 12.6775 	 -1.1684 	 3.39994 	 1.93862e+21 	 3.14968e+20 	 1.39997e+21 	 1.06289e+24 	 1.65515e+21
1.25 	 0.879734 	 0 	 0.0229229 	 0.0957316 	 0.00161174 	 8.62456 	 288 	 68.7473 	 0.340078 	 0 	 0.000696817 	 12.6764 	 -1.16859 	 3.40127 	 1.91969e+21 	 3.15155e+20 	 1.39997e+21 	 1.06289e+24 	 1.64094e+21
1.26 	 0.878655 	 0 	 0.023116 	 0.0966033 	 0.00162559 	 8.55179 	 288 	 68.7045 	 0.33685 	 0 	 0.000696863 	 12.6753 	 -1.16877 	 3.40256 	 1.90124e+21 	 3.15341e+20 	 1.39997e+21 	 1.06289e+24 	 1.62709e+21
1.27 	 0.877575 	 0 	 0.0233091 	 0.0974761 	 0.00163944 	 8.48019 	 288 	 68.6624 	 0.333673 	 0 	 0.00069691 	 12.6743 	 -1.16896 	 3.40382 	 1.88308e+21 	 3.15526e+20 	 1.39997e+21 	 1.06289e+24 	 1.61347e+21
1.28 	 0.876492 	 0 	 0.0235028 	 0.0983523 	 0.00165333 	 8.40956 	 288 	 68.6205 	 0.330539 	 0 	 0.000696959 	 12.6732 	 -1.16914 	 3.40507 	 1.86516e+21 	 3.1571e+20 	 1.39997e+21 	 1.06289e+24 	 1.60003e+21
1.29 	 0.875406 	 0 	 0.0236968 	 0.09923 	 0.00166725 	 8.34 	 288 	 68.5789 	 0.327451 	 0 	 0.000697008 	 12.6722 	 -1.16932 	 3.4063 	 1.84751e+21 	 3.15892e+20 	 1.39997e+21 	 1.06289e+24 	 1.5868e+21
1.3 	 0.874299 	 0 	 0.0238946 	 0.100125 	 0.00168144 	 8.27024 	 288 	 68.5374 	 0.324352 	 0 	 0.000697057 	 12.6711 	 -1.16949 	 3.40752 	 1.82982e+21 	 3.16074e+20 	 1.39997e+21 	 1.06289e+24 	 1.57353e+21
1.31 	 0.873189 	 0 	 0.024093 	 0.101022 	 0.00169566 	 8.20147 	 288 	 68.4954 	 0.321297 	 0 	 0.000697111 	 12.6701 	 -1.16967 	 3.40873 	 1.81237e+21 	 3.16254e+20 	 1.39997e+21 	 1.06289e+24 	 1.56044e+21
1.32 	 0.872079 	 0 	 0.0242912 	 0.10192 	 0.00170989 	 8.13382 	 288 	 68.4536 	 0.31829 	 0 	 0.000697152 	 12.669 	 -1.16985 	 3.40992 	 1.7952e+21 	 3.16433e+20 	 1.39997e+21 	 1.06289e+24 	 1.54757e+21
1.33 	 0.870958 	 0 	 0.0244913 	 0.102827 	 0.00172425 	 8.06666 	 288 	 68.4121 	 0.315306 	 0 	 0.000697223 	 12.6681 	 -1.17001 	 3.41109 	 1.77816e+21 	 3.16612e+20 	 1.39997e+21 	 1.06289e+24 	 1.5348e+21
1.34 	 0.86985 	 0 	 0.0246887 	 0.103722 	 0.00173842 	 8.00151 	 288 	 68.3706 	 0.312406 	 0 	 0.000697273 	 12.667 	 -1.17019 	 3.41223 	 1.76162e+21 	 3.1679e+20 	 1.39997e+21 	 1.06289e+24 	 1.5224e+21
1.35 	 0.868728 	 0 	 0.024889 	 0.104631 	 0.00175278 	 7.93648 	 288 	 68.3298 	 0.309514 	 0 	 0.000697328 	 12.666 	 -1.17036 	 3.41337 	 1.74511e+21 	 3.16966e+20 	 1.39997e+21 	 1.06289e+24 	 1.51003e+21
1.36 	 0.867598 	 0 	 0.0250903 	 0.105545 	 0.00176724 	 7.87211 	 288 	 68.2888 	 0.30665 	 0 	 0.000697381 	 12.665 	 -1.17053 	 3.41449 	 1.72877e+21 	 3.17142e+20 	 1.39997e+21 	 1.06289e+24 	 1.49778e+21
1.37 	 0.866444 	 0 	 0.0252961 	 0.106478 	 0.00178201 	 7.80742 	 288 	 68.2477 	 0.30377 	 0 	 0.000697435 	 12.6639 	 -1.17069 	 3.41561 	 1.71235e+21 	 3.17315e+20 	 1.39997e+21 	 1.06289e+24 	 1.48547e+21
1.38 	 0.865288 	 0 	 0.0255021 	 0.107413 	 0.0017968 	 7.74368 	 288 	 68.2061 	 0.300932 	 0 	 0.000697489 	 12.6629 	 -1.17086 	 3.41671 	 1.69616e+21 	 3.17488e+20 	 1.39997e+21 	 1.06289e+24 	 1.47334e+21
1.39 	 0.864129 	 0 	 0.0257085 	 0.108351 	 0.00181163 	 7.68084 	 288 	 68.1647 	 0.298133 	 0 	 0.000697544 	 12.6619 	 -1.17103 	 3.4178 	 1.6802e+21 	 3.1766e+20 	 1.39997e+21 	 1.06289e+24 	 1.46138e+21
1.4 	 0.862969 	 0 	 0.0259151 	 0.109289 	 0.00182646 	 7.61896 	 288 	 68.1235 	 0.295377 	 0 	 0.000697598 	 12.6609 	 -1.1712 	 3.41887 	 1.66449e+21 	 3.17831e+20 	 1.39997e+21 	 1.06289e+24 	 1.44961e+21
1.41 	 0.861806 	 0 	 0.0261221 	 0.110231 	 0.00184133 	 7.55795 	 288 	 68.0826 	 0.292658 	 0 	 0.000697654 	 12.6599 	 -1.17136 	 3.41992 	 1.64899e+21 	 3.18e+20 	 1.39997e+21 	 1.06289e+24 	 1.438e+21
1.42 	 0.860634 	 0 	 0.0263306 	 0.111179 	 0.00185631 	 7.49746 	 288 	 68.0418 	 0.289962 	 0 	 0.000697708 	 12.6588 	 -1.17152 	 3.42096 	 1.63363e+21 	 3.18169e+20 	 1.39997e+21 	 1.06289e+24 	 1.4265e+21
1.43 	 0.859457 	 0 	 0.02654 	 0.112132 	 0.00187135 	 7.43769 	 288 	 68.001 	 0.287297 	 0 	 0.000697766 	 12.6578 	 -1.17168 	 3.42198 	 1.61845e+21 	 3.18337e+20 	 1.39997e+21 	 1.06289e+24 	 1.41512e+21
1.44 	 0.858275 	 0 	 0.0267501 	 0.113088 	 0.00188644 	 7.37866 	 288 	 67.9603 	 0.284664 	 0 	 0.000697825 	 12.6568 	 -1.17184 	 3.42299 	 1.60345e+21 	 3.18505e+20 	 1.39997e+21 	 1.06289e+24 	 1.40389e+21
1.45 	 0.857083 	 0 	 0.0269621 	 0.114053 	 0.00190167 	 7.32005 	 288 	 67.9197 	 0.282049 	 0 	 0.000697883 	 12.6558 	 -1.172 	 3.42399 	 1.58856e+21 	 3.1867e+20 	 1.39998e+21 	 1.06289e+24 	 1.39274e+21
1.46 	 0.855864 	 0 	 0.027179 	 0.11504 	 0.00191725 	 7.26102 	 288 	 67.879 	 0.279415 	 0 	 0.000697695 	 12.654 	 -1.1723 	 3.425 	 1.57356e+21 	 3.18835e+20 	 1.39997e+21 	 1.06289e+24 	 1.38151e+21
1.47 	 0.854452 	 0 	 0.027432 	 0.11618 	 0.00193542 	 7.19347 	 288 	 67.8377 	 0.276424 	 0 	 0.00069777 	 12.6531 	 -1.1724 	 3.42615 	 1.55644e+21 	 3.18998e+20 	 1.39997e+21 	 1.06289e+24 	 1.36866e+21
1.48 	 0.853098 	 0 	 0.027674 	 0.117275 	 0.00195279 	 7.12995 	 288 	 67.7899 	 0.273584 	 0 	 0.00069783 	 12.6521 	 -1.17256 	 3.42722 	 1.5403e+21 	 3.19161e+20 	 1.39997e+21 	 1.06289e+24 	 1.35657e+21
1.49 	 0.851771 	 0 	 0.0279109 	 0.118348 	 0.00196979 	 7.06886 	 288 	 67.7445 	 0.270853 	 0 	 0.000697892 	 12.6511 	 -1.17271 	 3.42826 	 1.52477e+21 	 3.19322e+20 	 1.39996e+21 	 1.06289e+24 	 1.34495e+21
1.5 	 0.85046 	 0 	 0.0281445 	 0.119409 	 0.00198658 	 7.00957 	 288 	 67.7004 	 0.268203 	 0 	 0.000697954 	 12.6501 	 -1.17287 	 3.42926 	 1.5097e+21 	 3.19481e+20 	 1.39996e+21 	 1.06289e+24 	 1.33367e+21
1.51 	 0.849159 	 0 	 0.028376 	 0.120462 	 0.00200322 	 6.95177 	 288 	 67.6571 	 0.265618 	 0 	 0.000698015 	 12.6492 	 -1.17302 	 3.43023 	 1.49501e+21 	 3.1964e+20 	 1.39995e+21 	 1.06289e+24 	 1.32267e+21
1.52 	 0.847868 	 0 	 0.0286055 	 0.121507 	 0.00201972 	 6.89541 	 288 	 67.6145 	 0.263098 	 0 	 0.000698077 	 12.6482 	 -1.17317 	 3.43118 	 1.48068e+21 	 3.19799e+20 	 1.39996e+21 	 1.06289e+24 	 1.31195e+21
1.53 	 0.846578 	 0 	 0.0288347 	 0.122551 	 0.00203619 	 6.84003 	 288 	 67.5725 	 0.26062 	 0 	 0.000698139 	 12.6472 	 -1.17332 	 3.43211 	 1.4666e+21 	 3.19957e+20 	 1.39997e+21 	 1.06289e+24 	 1.30141e+21
1.54 	 0.845268 	 0 	 0.0290675 	 0.123612 	 0.00205292 	 6.78469 	 288 	 67.5309 	 0.258144 	 0 	 0.000698203 	 12.6462 	 -1.17346 	 3.43304 	 1.45253e+21 	 3.20113e+20 	 1.39997e+21 	 1.06289e+24 	 1.29088e+21
1.55 	 0.843962 	 0 	 0.0292994 	 0.124669 	 0.00206961 	 6.7304 	 288 	 67.4889 	 0.255714 	 0 	 0.000698265 	 12.6453 	 -1.17361 	 3.43395 	 1.43873e+21 	 3.20269e+20 	 1.39997e+21 	 1.06289e+24 	 1.28055e+21
1.56 	 0.84265 	 0 	 0.029532 	 0.125731 	 0.00208634 	 6.6768 	 288 	 67.4473 	 0.253315 	 0 	 0.000698327 	 12.6443 	 -1.17376 	 3.43485 	 1.4251e+21 	 3.20423e+20 	 1.39997e+21 	 1.06289e+24 	 1.27035e+21
1.57 	 0.841337 	 0 	 0.0297649 	 0.126795 	 0.0021031 	 6.62398 	 288 	 67.4058 	 0.25095 	 0 	 0.000698391 	 12.6433 	 -1.17391 	 3.43573 	 1.41166e+21 	 3.20577e+20 	 1.39997e+21 	 1.06289e+24 	 1.26031e+21
1.58 	 0.84002 	 0 	 0.0299985 	 0.127861 	 0.0021199 	 6.57187 	 288 	 67.3645 	 0.248616 	 0 	 0.000698456 	 12.6424 	 -1.17405 	 3.4366 	 1.39841e+21 	 3.2073e+20 	 1.39997e+21 	 1.06289e+24 	 1.25039e+21
1.59 	 0.838698 	 0 	 0.030233 	 0.128933 	 0.00213676 	 6.52036 	 288 	 67.3234 	 0.246308 	 0 	 0.000698518 	 12.6414 	 -1.17419 	 3.43746 	 1.3853e+21 	 3.20883e+20 	 1.39997e+21 	 1.06289e+24 	 1.24059e+21
1.6 	 0.83737 	 0 	 0.0304683 	 0.130008 	 0.00215369 	 6.46946 	 288 	 67.2824 	 0.244027 	 0 	 0.000698574 	 12.6404 	 -1.17434 	 3.43831 	 1.37235e+21 	 3.21034e+20 	 1.39998e+21 	 1.06289e+24 	 1.2309e+21
1.61 	 0.836021 	 0 	 0.0307073 	 0.131101 	 0.00217089 	 6.41856 	 288 	 67.2415 	 0.241747 	 0 	 0.000698652 	 12.6395 	 -1.17448 	 3.43916 	 1.3594e+21 	 3.21184e+20 	 1.39998e+21 	 1.06289e+24 	 1.22122e+21
1.62 	 0.834668 	 0 	 0.0309469 	 0.132197 	 0.00218815 	 6.3683 	 288 	 67.2002 	 0.239492 	 0 	 0.000698713 	 12.6386 	 -1.17462 	 3.44 	 1.34661e+21 	 3.21333e+20 	 1.39998e+21 	 1.06289e+24 	 1.21166e+21
1.63 	 0.833298 	 0 	 0.0311896 	 0.133307 	 0.00220562 	 6.31819 	 288 	 67.159 	 0.237245 	 0 	 0.000698776 	 12.6376 	 -1.17476 	 3.44083 	 1.33386e+21 	 3.21482e+20 	 1.39998e+21 	 1.06289e+24 	 1.20212e+21
1.64 	 0.831923 	 0 	 0.0314331 	 0.134421 	 0.00222314 	 6.26873 	 288 	 67.1176 	 0.235026 	 0 	 0.000698841 	 12.6367 	 -1.1749 	 3.44165 	 1.32128e+21 	 3.2163e+20 	 1.39998e+21 	 1.06289e+24 	 1.19271e+21
1.65 	 0.830546 	 0 	 0.0316768 	 0.135536 	 0.00224068 	 6.22 	 288 	 67.0763 	 0.23284 	 0 	 0.000698904 	 12.6357 	 -1.17504 	 3.44246 	 1.30888e+21 	 3.21777e+20 	 1.39998e+21 	 1.06289e+24 	 1.18344e+21
1.66 	 0.829156 	 0 	 0.0319228 	 0.136662 	 0.00225839 	 6.17156 	 288 	 67.0352 	 0.230667 	 0 	 0.000698967 	 12.6348 	 -1.17518 	 3.44327 	 1.29655e+21 	 3.21923e+20 	 1.39999e+21 	 1.06289e+24 	 1.17422e+21
1.67 	 0.827755 	 0 	 0.0321707 	 0.137798 	 0.00227625 	 6.12346 	 288 	 66.994 	 0.228508 	 0 	 0.000699034 	 12.6338 	 -1.17532 	 3.44407 	 1.2843e+21 	 3.22068e+20 	 1.39998e+21 	 1.06289e+24 	 1.16507e+21
1.68 	 0.826351 	 0 	 0.0324189 	 0.138936 	 0.00229412 	 6.07605 	 288 	 66.9526 	 0.226379 	 0 	 0.000699096 	 12.6329 	 -1.17545 	 3.44485 	 1.27223e+21 	 3.22213e+20 	 1.39998e+21 	 1.06289e+24 	 1.15605e+21
1.69 	 0.82494 	 0 	 0.0326685 	 0.14008 	 0.0023121 	 6.02913 	 288 	 66.9115 	 0.224272 	 0 	 0.00069916 	 12.632 	 -1.17559 	 3.44564 	 1.26028e+21 	 3.22356e+20 	 1.39998e+21 	 1.06289e+24 	 1.14712e+21
1.7 	 0.823505 	 0 	 0.0329222 	 0.141243 	 0.00233038 	 5.98214 	 288 	 66.8704 	 0.222162 	 0 	 0.000699224 	 12.631 	 -1.17573 	 3.44642 	 1.24832e+21 	 3.225e+20 	 1.39998e+21 	 1.06289e+24 	 1.13819e+21
1.71 	 0.822059 	 0 	 0.0331779 	 0.142414 	 0.00234879 	 5.93555 	 288 	 66.8289 	 0.220068 	 0 	 0.000699289 	 12.6301 	 -1.17586 	 3.44719 	 1.23646e+21 	 3.22642e+20 	 1.39998e+21 	 1.06289e+24 	 1.12932e+21
1.72 	 0.820606 	 0 	 0.0334347 	 0.143592 	 0.0023673 	 5.88944 	 288 	 66.7873 	 0.217997 	 0 	 0.000699352 	 12.6292 	 -1.17599 	 3.44796 	 1.22472e+21 	 3.22783e+20 	 1.39998e+21 	 1.06289e+24 	 1.12055e+21
1.73 	 0.819147 	 0 	 0.0336925 	 0.144774 	 0.00238586 	 5.8439 	 288 	 66.7457 	 0.21595 	 0 	 0.000699417 	 12.6282 	 -1.17612 	 3.44872 	 1.21312e+21 	 3.22924e+20 	 1.39998e+21 	 1.06289e+24 	 1.11188e+21
1.74 	 0.817689 	 0 	 0.0339501 	 0.145957 	 0.00240442 	 5.79908 	 288 	 66.7043 	 0.213935 	 0 	 0.000699269 	 12.6265 	 -1.17638 	 3.44947 	 1.2017e+21 	 3.23063e+20 	 1.39998e+21 	 1.06289e+24 	 1.10335e+21
1.75 	 0.815956 	 0 	 0.0342586 	 0.147359 	 0.00242665 	 5.74636 	 288 	 66.6631 	 0.211582 	 0 	 0.000699344 	 12.6256 	 -1.17647 	 3.45035 	 1.18831e+21 	 3.23202e+20 	 1.39998e+21 	 1.06289e+24 	 1.09332e+21
1.76 	 0.814295 	 0 	 0.0345533 	 0.148703 	 0.00244786 	 5.69685 	 288 	 66.6142 	 0.209353 	 0 	 0.000699411 	 12.6247 	 -1.1766 	 3.45118 	 1.17571e+21 	 3.2334e+20 	 1.39998e+21 	 1.06289e+24 	 1.08391e+21
1.77 	 0.812667 	 0 	 0.0348421 	 0.150022 	 0.00246865 	 5.64917 	 288 	 66.5678 	 0.207207 	 0 	 0.000699478 	 12.6237 	 -1.17673 	 3.45198 	 1.16357e+21 	 3.23477e+20 	 1.39998e+21 	 1.06289e+24 	 1.07483e+21
1.78 	 0.811057 	 0 	 0.0351274 	 0.151327 	 0.00248919 	 5.60283 	 288 	 66.5226 	 0.205121 	 0 	 0.000699544 	 12.6228 	 -1.17685 	 3.45276 	 1.15176e+21 	 3.23612e+20 	 1.39998e+21 	 1.06289e+24 	 1.06601e+21
1.79 	 0.809448 	 0 	 0.035412 	 0.15263 	 0.0025097 	 5.5573 	 288 	 66.4782 	 0.203071 	 0 	 0.00069961 	 12.6219 	 -1.17698 	 3.45353 	 1.14017e+21 	 3.23748e+20 	 1.39997e+21 	 1.06289e+24 	 1.05735e+21
1.8 	 0.807853 	 0 	 0.0356941 	 0.153923 	 0.00253003 	 5.51293 	 288 	 66.4342 	 0.201073 	 0 	 0.000699678 	 12.621 	 -1.17711 	 3.45428 	 1.12886e+21 	 3.23882e+20 	 1.39997e+21 	 1.06289e+24 	 1.04891e+21
1.81 	 0.806269 	 0 	 0.035974 	 0.155207 	 0.0025502 	 5.46958 	 288 	 66.3908 	 0.199121 	 0 	 0.000699742 	 12.6201 	 -1.17723 	 3.45501 	 1.11782e+21 	 3.24016e+20 	 1.39997e+21 	 1.06289e+24 	 1.04066e+21
1.82 	 0.804686 	 0 	 0.0362536 	 0.15649 	 0.00257035 	 5.42695 	 288 	 66.348 	 0.197201 	 0 	 0.00069981 	 12.6192 	 -1.17736 	 3.45574 	 1.10696e+21 	 3.24149e+20 	 1.39997e+21 	 1.06289e+24 	 1.03255e+21
1.83 	 0.803103 	 0 	 0.0365329 	 0.157774 	 0.00259048 	 5.38503 	 288 	 66.3055 	 0.195312 	 0 	 0.000699876 	 12.6183 	 -1.17748 	 3.45646 	 1.09627e+21 	 3.24282e+20 	 1.39997e+21 	 1.06289e+24 	 1.02458e+21
1.84 	 0.801521 	 0 	 0.036812 	 0.159057 	 0.0026106 	 5.34376 	 288 	 66.2632 	 0.193452 	 0 	 0.000699944 	 12.6174 	 -1.1776 	 3.45716 	 1.08575e+21 	 3.24414e+20 	 1.39997e+21 	 1.06289e+24 	 1.01672e+21
1.85 	 0.799937 	 0 	 0.0370912 	 0.160341 	 0.00263074 	 5.30309 	 288 	 66.2213 	 0.191619 	 0 	 0.000700011 	 12.6165 	 -1.17773 	 3.45786 	 1.07538e+21 	 3.24544e+20 	 1.39997e+21 	 1.06289e+24 	 1.00899e+21
1.86 	 0.798335 	 0 	 0.0373735 	 0.16164 	 0.0026511 	 5.2626 	 288 	 66.1795 	 0.189793 	 0 	 0.000700075 	 12.6156 	 -1.17785 	 3.45857 	 1.06506e+21 	 3.24675e+20 	 1.39997e+21 	 1.06289e+24 	 1.00128e+21
1.87 	 0.796711 	 0 	 0.0376599 	 0.162957 	 0.00267175 	 5.22215 	 288 	 66.1375 	 0.187969 	 0 	 0.000700143 	 12.6147 	 -1.17797 	 3.45927 	 1.05475e+21 	 3.24805e+20 	 1.39997e+21 	 1.06289e+24 	 9.93587e+20
