'Atmospheric species in mixing ratio (by mol, i.e. by volume for ideal gases), aqueous species in mol/(kg H2O), total C and N in mol'
'Time (Myr)' 	 CO2(g) 	 CH4(g) 	 O2(g) 	 N2(g) 	 H2O(g) 	 'P_surface (bar)' 	 'T_surface (K)' 	 'DeltaT GHE (K)' 	 'Ox C(aq)' 	 'Red C(aq)' 	 'Total N(aq)' 	 'Ocean pH' 	 'Ocean log f(O2) at Tsurf0' 	 'Rain pH' 	 'Total C g+aq' 	 'Total N g+aq' 	 'Mocean (kg)' 	 'nAir (mol)'
0.284 	 0.0193904 	 0.655875 	 0 	 0.0414185 	 0.283316 	 13.461 	 422.527 	 167.623 	 0.030633 	 0.00918484 	 0.0027518 	 7.49645 	 -31.3982 	 0 	 1.30152e+21 	 1.56407e+20 	 1.52572e+21 	 1.83745e+21
0.285 	 0.0194846 	 0.654197 	 0 	 0.0416389 	 0.284679 	 13.3893 	 422.508 	 167.604 	 0.0306316 	 0.00911211 	 0.00274565 	 7.4965 	 -31.3963 	 0 	 1.29192e+21 	 1.56394e+20 	 1.52634e+21 	 1.82766e+21
0.286 	 0.0195798 	 0.652501 	 0 	 0.0418618 	 0.286057 	 13.3176 	 422.489 	 167.584 	 0.0306302 	 0.00903938 	 0.00273947 	 7.49655 	 -31.3945 	 0 	 1.28233e+21 	 1.56382e+20 	 1.52696e+21 	 1.81787e+21
0.287 	 0.0196759 	 0.650786 	 0 	 0.0420872 	 0.287451 	 13.2458 	 422.47 	 167.565 	 0.0306287 	 0.00896664 	 0.00273326 	 7.4966 	 -31.3926 	 0 	 1.27273e+21 	 1.56369e+20 	 1.52759e+21 	 1.80807e+21
0.288 	 0.0197731 	 0.649057 	 0 	 0.0423154 	 0.288855 	 13.1739 	 422.45 	 167.546 	 0.0306273 	 0.00889381 	 0.002727 	 7.49665 	 -31.3907 	 0 	 1.26313e+21 	 1.56356e+20 	 1.52821e+21 	 1.79827e+21
0.289 	 0.0198715 	 0.647308 	 0 	 0.0425462 	 0.290274 	 13.1021 	 422.43 	 167.526 	 0.0306259 	 0.00882098 	 0.00272072 	 7.4967 	 -31.3888 	 0 	 1.25353e+21 	 1.56343e+20 	 1.52883e+21 	 1.78845e+21
0.29 	 0.0199707 	 0.645534 	 0 	 0.0427793 	 0.291716 	 13.0302 	 422.411 	 167.506 	 0.0306243 	 0.0087482 	 0.00271441 	 7.49676 	 -31.3869 	 0 	 1.24392e+21 	 1.5633e+20 	 1.52946e+21 	 1.77865e+21
0.291 	 0.0200711 	 0.643745 	 0 	 0.0430154 	 0.293168 	 12.9583 	 422.391 	 167.486 	 0.0306229 	 0.00867534 	 0.00270805 	 7.49681 	 -31.385 	 0 	 1.23431e+21 	 1.56318e+20 	 1.53008e+21 	 1.76883e+21
0.292 	 0.0201727 	 0.641936 	 0 	 0.0432542 	 0.294637 	 12.8864 	 422.371 	 167.466 	 0.0306214 	 0.00860248 	 0.00270167 	 7.49686 	 -31.383 	 0 	 1.2247e+21 	 1.56305e+20 	 1.5307e+21 	 1.75901e+21
0.293 	 0.0202753 	 0.640111 	 0 	 0.0434961 	 0.296117 	 12.8143 	 422.35 	 167.446 	 0.0306199 	 0.00852955 	 0.00269524 	 7.49691 	 -31.381 	 0 	 1.21508e+21 	 1.56292e+20 	 1.53133e+21 	 1.74917e+21
0.294 	 0.020379 	 0.63826 	 0 	 0.0437405 	 0.29762 	 12.7423 	 422.33 	 167.425 	 0.0306184 	 0.00845666 	 0.00268878 	 7.49697 	 -31.379 	 0 	 1.20546e+21 	 1.56279e+20 	 1.53195e+21 	 1.73935e+21
0.295 	 0.0204839 	 0.636392 	 0 	 0.0439881 	 0.299136 	 12.6702 	 422.309 	 167.405 	 0.0306168 	 0.00838371 	 0.00268228 	 7.49702 	 -31.377 	 0 	 1.19584e+21 	 1.56266e+20 	 1.53257e+21 	 1.72951e+21
0.296 	 0.0205899 	 0.634497 	 0 	 0.0442383 	 0.300675 	 12.5982 	 422.289 	 167.384 	 0.0306152 	 0.00831079 	 0.00267576 	 7.49708 	 -31.375 	 0 	 1.18622e+21 	 1.56254e+20 	 1.5332e+21 	 1.71968e+21
0.297 	 0.0206972 	 0.632585 	 0 	 0.0444918 	 0.302226 	 12.5261 	 422.268 	 167.363 	 0.0306137 	 0.00823782 	 0.00266918 	 7.49713 	 -31.373 	 0 	 1.17659e+21 	 1.56241e+20 	 1.53382e+21 	 1.70983e+21
0.298 	 0.0208057 	 0.63065 	 0 	 0.0447483 	 0.303796 	 12.4539 	 422.247 	 167.342 	 0.0306121 	 0.00816483 	 0.00266257 	 7.49719 	 -31.3709 	 0 	 1.16696e+21 	 1.56228e+20 	 1.53445e+21 	 1.69998e+21
0.299 	 0.0209154 	 0.628692 	 0 	 0.0450079 	 0.305384 	 12.3817 	 422.226 	 167.321 	 0.0306105 	 0.00809184 	 0.00265593 	 7.49725 	 -31.3688 	 0 	 1.15733e+21 	 1.56215e+20 	 1.53507e+21 	 1.69013e+21
0.3 	 0.0210264 	 0.626716 	 0 	 0.045271 	 0.306987 	 12.3094 	 422.204 	 167.3 	 0.0306089 	 0.00801877 	 0.00264923 	 7.4973 	 -31.3667 	 0 	 1.1477e+21 	 1.56203e+20 	 1.5357e+21 	 1.68026e+21
0.301 	 0.0211386 	 0.624711 	 0 	 0.0455369 	 0.308614 	 12.2373 	 422.183 	 167.278 	 0.0306073 	 0.00794577 	 0.00264251 	 7.49736 	 -31.3646 	 0 	 1.13806e+21 	 1.5619e+20 	 1.53632e+21 	 1.6704e+21
0.302 	 0.0212522 	 0.622686 	 0 	 0.0458064 	 0.310255 	 12.1649 	 422.161 	 167.256 	 0.0306056 	 0.00787269 	 0.00263574 	 7.49742 	 -31.3625 	 0 	 1.12842e+21 	 1.56177e+20 	 1.53695e+21 	 1.66053e+21
0.303 	 0.0213671 	 0.620637 	 0 	 0.0460792 	 0.311917 	 12.0926 	 422.139 	 167.234 	 0.030604 	 0.00779959 	 0.00262893 	 7.49748 	 -31.3603 	 0 	 1.11878e+21 	 1.56164e+20 	 1.53758e+21 	 1.65066e+21
0.304 	 0.0214833 	 0.618562 	 0 	 0.0463555 	 0.313599 	 12.0202 	 422.117 	 167.212 	 0.0306023 	 0.0077265 	 0.00262208 	 7.49754 	 -31.3581 	 0 	 1.10913e+21 	 1.56152e+20 	 1.5382e+21 	 1.64078e+21
0.305 	 0.0216009 	 0.616462 	 0 	 0.0466351 	 0.315302 	 11.9478 	 422.095 	 167.19 	 0.0306006 	 0.0076534 	 0.00261518 	 7.4976 	 -31.3559 	 0 	 1.09948e+21 	 1.56138e+20 	 1.53883e+21 	 1.6309e+21
0.306 	 0.0217199 	 0.61434 	 0 	 0.0469186 	 0.317021 	 11.8753 	 422.072 	 167.167 	 0.030599 	 0.00758022 	 0.00260823 	 7.49765 	 -31.3537 	 0 	 1.08983e+21 	 1.56126e+20 	 1.53945e+21 	 1.621e+21
0.307 	 0.0218404 	 0.612192 	 0 	 0.0472057 	 0.318762 	 11.8028 	 422.049 	 167.145 	 0.0305973 	 0.00750704 	 0.00260125 	 7.49771 	 -31.3515 	 0 	 1.08017e+21 	 1.56113e+20 	 1.54008e+21 	 1.6111e+21
0.308 	 0.0219622 	 0.610011 	 0 	 0.0474961 	 0.32053 	 11.7304 	 422.027 	 167.122 	 0.0305955 	 0.0074339 	 0.00259422 	 7.49778 	 -31.3492 	 0 	 1.07051e+21 	 1.56099e+20 	 1.54071e+21 	 1.60121e+21
0.309 	 0.0220856 	 0.607808 	 0 	 0.0477905 	 0.322316 	 11.6578 	 422.004 	 167.099 	 0.0305937 	 0.00736069 	 0.00258714 	 7.49784 	 -31.3469 	 0 	 1.06085e+21 	 1.56086e+20 	 1.54134e+21 	 1.5913e+21
0.31 	 0.0222106 	 0.605581 	 0 	 0.0480892 	 0.324119 	 11.5851 	 421.98 	 167.076 	 0.030592 	 0.00728743 	 0.00258001 	 7.4979 	 -31.3446 	 0 	 1.05119e+21 	 1.56074e+20 	 1.54196e+21 	 1.58139e+21
0.311 	 0.022337 	 0.603321 	 0 	 0.0483914 	 0.32595 	 11.5125 	 421.957 	 167.052 	 0.0305902 	 0.00721423 	 0.00257284 	 7.49796 	 -31.3423 	 0 	 1.04152e+21 	 1.56061e+20 	 1.54259e+21 	 1.57148e+21
0.312 	 0.0224651 	 0.601037 	 0 	 0.0486979 	 0.3278 	 11.4398 	 421.933 	 167.029 	 0.0305885 	 0.00714095 	 0.00256562 	 7.49802 	 -31.3399 	 0 	 1.03185e+21 	 1.56048e+20 	 1.54322e+21 	 1.56155e+21
0.313 	 0.0225947 	 0.598723 	 0 	 0.0490084 	 0.329674 	 11.3671 	 421.909 	 167.005 	 0.0305867 	 0.00706767 	 0.00255835 	 7.49809 	 -31.3375 	 0 	 1.02218e+21 	 1.56035e+20 	 1.54385e+21 	 1.55162e+21
0.314 	 0.022726 	 0.596378 	 0 	 0.0493231 	 0.331573 	 11.2943 	 421.885 	 166.981 	 0.0305849 	 0.0069944 	 0.00255104 	 7.49815 	 -31.3351 	 0 	 1.01251e+21 	 1.56022e+20 	 1.54448e+21 	 1.5417e+21
0.315 	 0.0228589 	 0.594003 	 0 	 0.049642 	 0.333496 	 11.2216 	 421.861 	 166.957 	 0.030583 	 0.00692113 	 0.00254368 	 7.49822 	 -31.3327 	 0 	 1.00283e+21 	 1.5601e+20 	 1.54511e+21 	 1.53176e+21
0.316 	 0.0229935 	 0.591595 	 0 	 0.049965 	 0.335446 	 11.1488 	 421.837 	 166.932 	 0.0305811 	 0.00684782 	 0.00253626 	 7.49828 	 -31.3303 	 0 	 9.93154e+20 	 1.55997e+20 	 1.54574e+21 	 1.52183e+21
0.317 	 0.0231299 	 0.589161 	 0 	 0.050293 	 0.337416 	 11.0759 	 421.812 	 166.908 	 0.0305793 	 0.00677447 	 0.00252879 	 7.49835 	 -31.3278 	 0 	 9.83471e+20 	 1.55984e+20 	 1.54638e+21 	 1.51188e+21
0.318 	 0.023268 	 0.586693 	 0 	 0.0506254 	 0.339413 	 11.003 	 421.787 	 166.883 	 0.0305774 	 0.00670112 	 0.00252126 	 7.49841 	 -31.3253 	 0 	 9.73785e+20 	 1.55971e+20 	 1.547e+21 	 1.50192e+21
0.319 	 0.0234079 	 0.584192 	 0 	 0.0509624 	 0.341437 	 10.93 	 421.762 	 166.858 	 0.0305755 	 0.00662776 	 0.00251368 	 7.49848 	 -31.3227 	 0 	 9.64098e+20 	 1.55959e+20 	 1.54763e+21 	 1.49197e+21
0.32 	 0.0235496 	 0.581657 	 0 	 0.0513039 	 0.343489 	 10.8571 	 421.737 	 166.832 	 0.0305735 	 0.0065544 	 0.00250605 	 7.49855 	 -31.3202 	 0 	 9.54407e+20 	 1.55946e+20 	 1.54827e+21 	 1.48201e+21
0.321 	 0.0236932 	 0.579093 	 0 	 0.0516507 	 0.345564 	 10.784 	 421.711 	 166.807 	 0.0305716 	 0.00648099 	 0.00249836 	 7.49862 	 -31.3176 	 0 	 9.44714e+20 	 1.55933e+20 	 1.54889e+21 	 1.47204e+21
0.322 	 0.0238386 	 0.576487 	 0 	 0.0520019 	 0.347673 	 10.711 	 421.686 	 166.781 	 0.0305695 	 0.00640762 	 0.00249063 	 7.49869 	 -31.3149 	 0 	 9.35017e+20 	 1.55921e+20 	 1.54952e+21 	 1.46208e+21
0.323 	 0.0239861 	 0.573849 	 0 	 0.0523586 	 0.349806 	 10.6379 	 421.66 	 166.755 	 0.0305675 	 0.00633419 	 0.00248282 	 7.49876 	 -31.3123 	 0 	 9.25316e+20 	 1.55908e+20 	 1.55015e+21 	 1.45209e+21
0.324 	 0.0241355 	 0.571175 	 0 	 0.0527203 	 0.35197 	 10.5648 	 421.634 	 166.729 	 0.0305655 	 0.00626076 	 0.00247496 	 7.49883 	 -31.3096 	 0 	 9.15613e+20 	 1.55895e+20 	 1.55078e+21 	 1.44211e+21
0.325 	 0.024287 	 0.568467 	 0 	 0.0530876 	 0.354158 	 10.4915 	 421.607 	 166.703 	 0.0305635 	 0.00618727 	 0.00246703 	 7.4989 	 -31.3069 	 0 	 9.05907e+20 	 1.55882e+20 	 1.5514e+21 	 1.43211e+21
0.326 	 0.0244406 	 0.565721 	 0 	 0.0534602 	 0.356378 	 10.4183 	 421.58 	 166.676 	 0.0305614 	 0.00611379 	 0.00245904 	 7.49897 	 -31.3041 	 0 	 8.96199e+20 	 1.5587e+20 	 1.55203e+21 	 1.42212e+21
0.327 	 0.0245962 	 0.562936 	 0 	 0.0538383 	 0.35863 	 10.345 	 421.553 	 166.649 	 0.0305593 	 0.00604031 	 0.00245099 	 7.49905 	 -31.3014 	 0 	 8.86487e+20 	 1.55857e+20 	 1.55266e+21 	 1.41211e+21
0.328 	 0.024754 	 0.560109 	 0 	 0.0542218 	 0.360915 	 10.2717 	 421.526 	 166.622 	 0.0305572 	 0.00596681 	 0.00244288 	 7.49912 	 -31.2985 	 0 	 8.76774e+20 	 1.55844e+20 	 1.55329e+21 	 1.40211e+21
0.329 	 0.024914 	 0.557242 	 0 	 0.0546111 	 0.363233 	 10.1984 	 421.499 	 166.594 	 0.030555 	 0.00589333 	 0.0024347 	 7.4992 	 -31.2957 	 0 	 8.67058e+20 	 1.55832e+20 	 1.55392e+21 	 1.3921e+21
0.33 	 0.0250764 	 0.554337 	 0 	 0.0550067 	 0.36558 	 10.125 	 421.471 	 166.567 	 0.0305529 	 0.00581979 	 0.00242646 	 7.49927 	 -31.2928 	 0 	 8.57339e+20 	 1.55819e+20 	 1.55456e+21 	 1.38208e+21
0.331 	 0.0252411 	 0.551389 	 0 	 0.0554081 	 0.367962 	 10.0515 	 421.443 	 166.539 	 0.0305508 	 0.00574625 	 0.00241814 	 7.49935 	 -31.2899 	 0 	 8.47615e+20 	 1.55806e+20 	 1.55519e+21 	 1.37205e+21
0.332 	 0.0254082 	 0.548396 	 0 	 0.0558157 	 0.37038 	 9.97807 	 421.415 	 166.51 	 0.0305485 	 0.0056727 	 0.00240975 	 7.49942 	 -31.2869 	 0 	 8.37889e+20 	 1.55794e+20 	 1.55583e+21 	 1.36202e+21
0.333 	 0.0255777 	 0.545364 	 0 	 0.0562299 	 0.372828 	 9.90448 	 421.386 	 166.482 	 0.0305464 	 0.00559911 	 0.00240129 	 7.4995 	 -31.2839 	 0 	 8.28162e+20 	 1.55781e+20 	 1.55647e+21 	 1.35198e+21
0.334 	 0.0257495 	 0.542281 	 0 	 0.0566499 	 0.37532 	 9.83099 	 421.358 	 166.453 	 0.0305441 	 0.00552557 	 0.00239277 	 7.49958 	 -31.2809 	 0 	 8.18431e+20 	 1.55768e+20 	 1.5571e+21 	 1.34195e+21
0.335 	 0.025924 	 0.539155 	 0 	 0.057077 	 0.377844 	 9.75737 	 421.329 	 166.424 	 0.0305418 	 0.00545197 	 0.00238416 	 7.49966 	 -31.2778 	 0 	 8.08694e+20 	 1.55755e+20 	 1.55773e+21 	 1.3319e+21
0.336 	 0.0261012 	 0.535985 	 0 	 0.0575114 	 0.380402 	 9.68362 	 421.299 	 166.395 	 0.0305395 	 0.00537832 	 0.00237547 	 7.49974 	 -31.2747 	 0 	 7.98957e+20 	 1.55743e+20 	 1.55837e+21 	 1.32183e+21
0.337 	 0.0262808 	 0.532762 	 0 	 0.057952 	 0.383006 	 9.60997 	 421.27 	 166.365 	 0.0305372 	 0.00530473 	 0.00236671 	 7.49982 	 -31.2715 	 0 	 7.89216e+20 	 1.5573e+20 	 1.559e+21 	 1.31178e+21
0.338 	 0.0264632 	 0.529492 	 0 	 0.0584001 	 0.385645 	 9.53619 	 421.24 	 166.335 	 0.0305348 	 0.00523108 	 0.00235787 	 7.4999 	 -31.2683 	 0 	 7.79472e+20 	 1.55717e+20 	 1.55963e+21 	 1.30171e+21
0.339 	 0.0266484 	 0.526171 	 0 	 0.0588553 	 0.388325 	 9.4624 	 421.21 	 166.305 	 0.0305324 	 0.00515745 	 0.00234895 	 7.49999 	 -31.2651 	 0 	 7.69725e+20 	 1.55704e+20 	 1.56027e+21 	 1.29163e+21
0.34 	 0.0268365 	 0.522802 	 0 	 0.0593186 	 0.391043 	 9.38848 	 421.179 	 166.275 	 0.03053 	 0.00508376 	 0.00233994 	 7.50007 	 -31.2618 	 0 	 7.59975e+20 	 1.55691e+20 	 1.56091e+21 	 1.28154e+21
0.341 	 0.0270274 	 0.519378 	 0 	 0.0597893 	 0.393805 	 9.31455 	 421.148 	 166.244 	 0.0305276 	 0.00501008 	 0.00233084 	 7.50015 	 -31.2585 	 0 	 7.50224e+20 	 1.55678e+20 	 1.56155e+21 	 1.27145e+21
0.342 	 0.0272213 	 0.5159 	 0 	 0.0602678 	 0.396611 	 9.24062 	 421.117 	 166.213 	 0.0305251 	 0.00493642 	 0.00232167 	 7.50024 	 -31.2551 	 0 	 7.40469e+20 	 1.55666e+20 	 1.56219e+21 	 1.26136e+21
0.343 	 0.0274182 	 0.512364 	 0 	 0.0607542 	 0.399464 	 9.16666 	 421.086 	 166.181 	 0.0305225 	 0.00486275 	 0.0023124 	 7.50033 	 -31.2516 	 0 	 7.30711e+20 	 1.55653e+20 	 1.56282e+21 	 1.25127e+21
0.344 	 0.0276184 	 0.508774 	 0 	 0.0612493 	 0.402358 	 9.09259 	 421.054 	 166.149 	 0.03052 	 0.00478904 	 0.00230304 	 7.50041 	 -31.2481 	 0 	 7.2095e+20 	 1.5564e+20 	 1.56346e+21 	 1.24115e+21
0.345 	 0.0278218 	 0.505125 	 0 	 0.0617527 	 0.4053 	 9.0185 	 421.022 	 166.117 	 0.0305175 	 0.00471533 	 0.00229358 	 7.5005 	 -31.2446 	 0 	 7.11187e+20 	 1.55628e+20 	 1.5641e+21 	 1.23104e+21
0.346 	 0.0280285 	 0.50142 	 0 	 0.0622654 	 0.408286 	 8.94429 	 420.989 	 166.085 	 0.0305149 	 0.00464159 	 0.00228403 	 7.50059 	 -31.241 	 0 	 7.0142e+20 	 1.55615e+20 	 1.56474e+21 	 1.22091e+21
0.347 	 0.0282383 	 0.497645 	 0 	 0.0627862 	 0.41133 	 8.87016 	 420.957 	 166.052 	 0.0305122 	 0.00456788 	 0.00227438 	 7.50068 	 -31.2373 	 0 	 6.91649e+20 	 1.55602e+20 	 1.56538e+21 	 1.21079e+21
0.348 	 0.0284518 	 0.493812 	 0 	 0.0633166 	 0.41442 	 8.79591 	 420.924 	 166.019 	 0.0305095 	 0.00449414 	 0.00226462 	 7.50077 	 -31.2336 	 0 	 6.81875e+20 	 1.55589e+20 	 1.56602e+21 	 1.20066e+21
0.349 	 0.0286689 	 0.489918 	 0 	 0.0638569 	 0.417557 	 8.72154 	 420.89 	 165.986 	 0.0305069 	 0.00442037 	 0.00225476 	 7.50086 	 -31.2298 	 0 	 6.72099e+20 	 1.55576e+20 	 1.56665e+21 	 1.19051e+21
0.35 	 0.0288896 	 0.485956 	 0 	 0.0644068 	 0.420748 	 8.64717 	 420.856 	 165.952 	 0.0305041 	 0.00434661 	 0.00224479 	 7.50096 	 -31.226 	 0 	 6.6232e+20 	 1.55564e+20 	 1.56729e+21 	 1.18035e+21
0.351 	 0.0291139 	 0.481923 	 0 	 0.0649664 	 0.423996 	 8.57277 	 420.822 	 165.918 	 0.0305013 	 0.00427285 	 0.00223471 	 7.50105 	 -31.2221 	 0 	 6.52538e+20 	 1.55551e+20 	 1.56794e+21 	 1.1702e+21
0.352 	 0.0293419 	 0.477819 	 0 	 0.065536 	 0.427303 	 8.49836 	 420.788 	 165.883 	 0.0304985 	 0.00419909 	 0.00222452 	 7.50115 	 -31.2181 	 0 	 6.42753e+20 	 1.55538e+20 	 1.56857e+21 	 1.16004e+21
0.353 	 0.0295741 	 0.473647 	 0 	 0.0661167 	 0.430662 	 8.42383 	 420.753 	 165.848 	 0.0304956 	 0.00412531 	 0.00221421 	 7.50125 	 -31.2141 	 0 	 6.32964e+20 	 1.55525e+20 	 1.56921e+21 	 1.14986e+21
0.354 	 0.0298105 	 0.469404 	 0 	 0.0667086 	 0.434076 	 8.34918 	 420.717 	 165.813 	 0.0304927 	 0.0040515 	 0.00220377 	 7.50134 	 -31.2099 	 0 	 6.23173e+20 	 1.55512e+20 	 1.56985e+21 	 1.13968e+21
0.355 	 0.0300505 	 0.465079 	 0 	 0.0673108 	 0.43756 	 8.27462 	 420.682 	 165.777 	 0.0304897 	 0.00397772 	 0.00219322 	 7.50145 	 -31.2058 	 0 	 6.13379e+20 	 1.55499e+20 	 1.57049e+21 	 1.1295e+21
0.356 	 0.0302954 	 0.460684 	 0 	 0.0679256 	 0.441095 	 8.19985 	 420.645 	 165.741 	 0.0304868 	 0.0039039 	 0.00218253 	 7.50154 	 -31.2015 	 0 	 6.03583e+20 	 1.55487e+20 	 1.57112e+21 	 1.1193e+21
0.357 	 0.0305442 	 0.456203 	 0 	 0.0685513 	 0.444702 	 8.12517 	 420.609 	 165.704 	 0.0304838 	 0.00383012 	 0.00217172 	 7.50165 	 -31.1972 	 0 	 5.93784e+20 	 1.55474e+20 	 1.57176e+21 	 1.1091e+21
0.358 	 0.0307978 	 0.451641 	 0 	 0.0691897 	 0.448371 	 8.05036 	 420.572 	 165.667 	 0.0304807 	 0.0037563 	 0.00216076 	 7.50175 	 -31.1927 	 0 	 5.8398e+20 	 1.55461e+20 	 1.5724e+21 	 1.09889e+21
0.359 	 0.0310561 	 0.446998 	 0 	 0.0698411 	 0.452104 	 7.97543 	 420.534 	 165.63 	 0.0304776 	 0.00368247 	 0.00214966 	 7.50185 	 -31.1882 	 0 	 5.74175e+20 	 1.55448e+20 	 1.57304e+21 	 1.08866e+21
0.36 	 0.0313187 	 0.442262 	 0 	 0.0705043 	 0.455915 	 7.9006 	 420.497 	 165.592 	 0.0304743 	 0.00360868 	 0.00213843 	 7.50196 	 -31.1836 	 0 	 5.64367e+20 	 1.55435e+20 	 1.57368e+21 	 1.07845e+21
0.361 	 0.0315867 	 0.437443 	 0 	 0.0711823 	 0.459788 	 7.82555 	 420.458 	 165.554 	 0.0304712 	 0.00353483 	 0.00212704 	 7.50207 	 -31.1789 	 0 	 5.54555e+20 	 1.55423e+20 	 1.57432e+21 	 1.0682e+21
0.362 	 0.0318594 	 0.432525 	 0 	 0.0718727 	 0.463743 	 7.75059 	 420.42 	 165.515 	 0.0304679 	 0.00346103 	 0.0021155 	 7.50218 	 -31.1741 	 0 	 5.4474e+20 	 1.5541e+20 	 1.57496e+21 	 1.05797e+21
0.363 	 0.0321377 	 0.427519 	 0 	 0.0725787 	 0.467765 	 7.67541 	 420.38 	 165.476 	 0.0304646 	 0.00338718 	 0.00210379 	 7.50229 	 -31.1692 	 0 	 5.34923e+20 	 1.55397e+20 	 1.5756e+21 	 1.04771e+21
0.364 	 0.032421 	 0.422408 	 0 	 0.0732982 	 0.471872 	 7.60032 	 420.341 	 165.436 	 0.0304612 	 0.00331337 	 0.00209193 	 7.5024 	 -31.1642 	 0 	 5.25102e+20 	 1.55384e+20 	 1.57625e+21 	 1.03746e+21
0.365 	 0.0327099 	 0.417199 	 0 	 0.0740331 	 0.476058 	 7.52511 	 420.301 	 165.396 	 0.0304577 	 0.00323954 	 0.00207988 	 7.50251 	 -31.1591 	 0 	 5.15279e+20 	 1.55372e+20 	 1.57689e+21 	 1.02719e+21
0.366 	 0.0330047 	 0.411888 	 0 	 0.0747841 	 0.480323 	 7.44978 	 420.26 	 165.355 	 0.0304542 	 0.00316569 	 0.00206765 	 7.50263 	 -31.1539 	 0 	 5.05452e+20 	 1.55359e+20 	 1.57753e+21 	 1.01691e+21
0.367 	 0.0333052 	 0.406468 	 0 	 0.0755508 	 0.484676 	 7.37445 	 420.219 	 165.314 	 0.0304506 	 0.00309186 	 0.00205524 	 7.50274 	 -31.1486 	 0 	 4.95622e+20 	 1.55346e+20 	 1.57818e+21 	 1.00662e+21
0.368 	 0.0336119 	 0.400939 	 0 	 0.0763346 	 0.489114 	 7.29899 	 420.177 	 165.273 	 0.030447 	 0.00301802 	 0.00204264 	 7.50286 	 -31.1431 	 0 	 4.8579e+20 	 1.55333e+20 	 1.57882e+21 	 9.96326e+20
0.369 	 0.0339246 	 0.395293 	 0 	 0.0771354 	 0.493647 	 7.22353 	 420.135 	 165.23 	 0.0304433 	 0.00294418 	 0.00202983 	 7.50298 	 -31.1375 	 0 	 4.75952e+20 	 1.5532e+20 	 1.57946e+21 	 9.86022e+20
0.37 	 0.034244 	 0.389531 	 0 	 0.0779542 	 0.49827 	 7.14794 	 420.092 	 165.188 	 0.0304396 	 0.00287034 	 0.00201681 	 7.5031 	 -31.1317 	 0 	 4.66113e+20 	 1.55307e+20 	 1.58011e+21 	 9.75705e+20
0.371 	 0.0345698 	 0.383645 	 0 	 0.078791 	 0.502994 	 7.07234 	 420.049 	 165.144 	 0.0304357 	 0.0027965 	 0.00200358 	 7.50323 	 -31.1259 	 0 	 4.5627e+20 	 1.55295e+20 	 1.58075e+21 	 9.65385e+20
0.372 	 0.0349027 	 0.377635 	 0 	 0.0796472 	 0.507815 	 6.99663 	 420.005 	 165.1 	 0.0304318 	 0.00272267 	 0.00199012 	 7.50335 	 -31.1198 	 0 	 4.46425e+20 	 1.55282e+20 	 1.58139e+21 	 9.55053e+20
0.373 	 0.0352429 	 0.371497 	 0 	 0.0805238 	 0.512736 	 6.92081 	 419.96 	 165.056 	 0.0304279 	 0.00264882 	 0.00197641 	 7.50347 	 -31.1136 	 0 	 4.36577e+20 	 1.55269e+20 	 1.58204e+21 	 9.44703e+20
0.374 	 0.03559 	 0.365222 	 0 	 0.0814202 	 0.517768 	 6.84499 	 419.915 	 165.011 	 0.0304238 	 0.002575 	 0.00196247 	 7.5036 	 -31.1072 	 0 	 4.26726e+20 	 1.55256e+20 	 1.58268e+21 	 9.34352e+20
0.375 	 0.0359447 	 0.358804 	 0 	 0.0823371 	 0.522914 	 6.76914 	 419.87 	 164.965 	 0.0304196 	 0.00250119 	 0.00194826 	 7.50374 	 -31.1007 	 0 	 4.16872e+20 	 1.55243e+20 	 1.58333e+21 	 9.23999e+20
0.376 	 0.0363077 	 0.352249 	 0 	 0.0832775 	 0.528166 	 6.69309 	 419.823 	 164.919 	 0.0304154 	 0.00242736 	 0.00193377 	 7.50386 	 -31.0939 	 0 	 4.07014e+20 	 1.55231e+20 	 1.58397e+21 	 9.13618e+20
0.377 	 0.0366786 	 0.345542 	 0 	 0.08424 	 0.53354 	 6.61702 	 419.776 	 164.872 	 0.0304111 	 0.00235355 	 0.001919 	 7.504 	 -31.087 	 0 	 3.97155e+20 	 1.55218e+20 	 1.58462e+21 	 9.03236e+20
0.378 	 0.0370576 	 0.338676 	 0 	 0.0852255 	 0.53904 	 6.54095 	 419.729 	 164.824 	 0.0304066 	 0.00227976 	 0.00190394 	 7.50413 	 -31.0798 	 0 	 3.87291e+20 	 1.55206e+20 	 1.58527e+21 	 8.9285e+20
0.379 	 0.0374456 	 0.331652 	 0 	 0.0862359 	 0.544666 	 6.46475 	 419.681 	 164.776 	 0.0304021 	 0.00220596 	 0.00188855 	 7.50427 	 -31.0724 	 0 	 3.77424e+20 	 1.55193e+20 	 1.58592e+21 	 8.82449e+20
0.38 	 0.0378428 	 0.324463 	 0 	 0.0872721 	 0.550422 	 6.38845 	 419.632 	 164.727 	 0.0303974 	 0.00213216 	 0.00187282 	 7.50441 	 -31.0648 	 0 	 3.67553e+20 	 1.5518e+20 	 1.58657e+21 	 8.72033e+20
0.381 	 0.0382494 	 0.317104 	 0 	 0.0883352 	 0.556312 	 6.31204 	 419.582 	 164.678 	 0.0303927 	 0.00205838 	 0.00185673 	 7.50455 	 -31.0569 	 0 	 3.57681e+20 	 1.55167e+20 	 1.58722e+21 	 8.61605e+20
