'Atmospheric species in mixing ratio (by mol, i.e. by volume for ideal gases), aqueous species in mol/(kg H2O), total C and N in mol'
'Time (Myr)' 	 CO2(g) 	 CH4(g) 	 O2(g) 	 N2(g) 	 H2O(g) 	 'P_surface (bar)' 	 'T_surface (K)' 	 'DeltaT GHE (K)' 	 'Ox C(aq)' 	 'Red C(aq)' 	 'Total N(aq)' 	 'Ocean pH' 	 'Ocean log f(O2) at Tsurf0' 	 'Rain pH' 	 'Total C g+aq' 	 'Total N g+aq' 	 'Mocean (kg)' 	 'nAir (mol)'
0.382 	 0.0386654 	 0.309562 	 0 	 0.089425 	 0.562348 	 6.23562 	 419.532 	 164.627 	 0.0303878 	 0.00198461 	 0.00184028 	 7.5047 	 -31.0487 	 0 	 3.47804e+20 	 1.55154e+20 	 1.58787e+21 	 8.51172e+20
0.383 	 0.0390915 	 0.301836 	 0 	 0.0905435 	 0.568529 	 6.15909 	 419.481 	 164.576 	 0.0303828 	 0.00191085 	 0.00182342 	 7.50484 	 -31.0402 	 0 	 3.37926e+20 	 1.55141e+20 	 1.58852e+21 	 8.40726e+20
0.384 	 0.0395284 	 0.293918 	 0 	 0.0916924 	 0.574861 	 6.08245 	 419.429 	 164.524 	 0.0303777 	 0.0018371 	 0.00180614 	 7.50499 	 -31.0314 	 0 	 3.28043e+20 	 1.55128e+20 	 1.58917e+21 	 8.30265e+20
0.385 	 0.0399762 	 0.285799 	 0 	 0.0928729 	 0.581351 	 6.00571 	 419.376 	 164.472 	 0.0303724 	 0.00176335 	 0.00178841 	 7.50514 	 -31.0222 	 0 	 3.18157e+20 	 1.55116e+20 	 1.58982e+21 	 8.19789e+20
0.386 	 0.0404348 	 0.277469 	 0 	 0.0940844 	 0.588011 	 5.92895 	 419.323 	 164.418 	 0.030367 	 0.00168963 	 0.0017702 	 7.50529 	 -31.0127 	 0 	 3.08269e+20 	 1.55103e+20 	 1.59047e+21 	 8.09312e+20
0.387 	 0.0409057 	 0.268927 	 0 	 0.0953316 	 0.594835 	 5.85199 	 419.268 	 164.364 	 0.0303614 	 0.00161592 	 0.00175147 	 7.50544 	 -31.0027 	 0 	 2.98377e+20 	 1.5509e+20 	 1.59112e+21 	 7.98808e+20
0.388 	 0.0413884 	 0.260156 	 0 	 0.0966129 	 0.601843 	 5.77503 	 419.213 	 164.309 	 0.0303556 	 0.00154223 	 0.00173219 	 7.5056 	 -30.9923 	 0 	 2.88482e+20 	 1.55077e+20 	 1.59177e+21 	 7.88302e+20
0.389 	 0.0418838 	 0.25115 	 0 	 0.097931 	 0.609035 	 5.69796 	 419.157 	 164.253 	 0.0303496 	 0.00146856 	 0.0017123 	 7.50576 	 -30.9814 	 0 	 2.78584e+20 	 1.55065e+20 	 1.59242e+21 	 7.77783e+20
0.39 	 0.0423925 	 0.241898 	 0 	 0.099288 	 0.616421 	 5.62079 	 419.1 	 164.196 	 0.0303434 	 0.0013949 	 0.00169177 	 7.50592 	 -30.9699 	 0 	 2.68683e+20 	 1.55052e+20 	 1.59307e+21 	 7.67248e+20
0.391 	 0.0429145 	 0.232387 	 0 	 0.100684 	 0.624014 	 5.54361 	 419.043 	 164.138 	 0.0303369 	 0.00132128 	 0.00167054 	 7.50609 	 -30.9578 	 0 	 2.58778e+20 	 1.55039e+20 	 1.59371e+21 	 7.56712e+20
0.392 	 0.0434517 	 0.222613 	 0 	 0.102123 	 0.631813 	 5.46623 	 418.984 	 164.079 	 0.0303302 	 0.00124766 	 0.00164853 	 7.50625 	 -30.9451 	 0 	 2.4887e+20 	 1.55026e+20 	 1.59437e+21 	 7.46149e+20
0.393 	 0.0440037 	 0.212559 	 0 	 0.103607 	 0.639831 	 5.38875 	 418.924 	 164.019 	 0.0303232 	 0.00117407 	 0.00162567 	 7.50642 	 -30.9316 	 0 	 2.3896e+20 	 1.55013e+20 	 1.59502e+21 	 7.35574e+20
0.394 	 0.0445715 	 0.202214 	 0 	 0.105136 	 0.648078 	 5.31118 	 418.863 	 163.958 	 0.0303159 	 0.00110051 	 0.00160188 	 7.50658 	 -30.9172 	 0 	 2.29046e+20 	 1.55001e+20 	 1.59567e+21 	 7.24985e+20
0.395 	 0.0451557 	 0.191563 	 0 	 0.106715 	 0.656566 	 5.2335 	 418.801 	 163.897 	 0.0303082 	 0.00102696 	 0.00157706 	 7.50675 	 -30.9019 	 0 	 2.19129e+20 	 1.54988e+20 	 1.59632e+21 	 7.14382e+20
0.396 	 0.0457569 	 0.180592 	 0 	 0.108345 	 0.665306 	 5.15573 	 418.738 	 163.833 	 0.0303001 	 0.000953453 	 0.00155108 	 7.50692 	 -30.8855 	 0 	 2.09208e+20 	 1.54975e+20 	 1.59697e+21 	 7.03766e+20
0.397 	 0.0463759 	 0.169287 	 0 	 0.110027 	 0.67431 	 5.07786 	 418.674 	 163.769 	 0.0302915 	 0.000879975 	 0.00152379 	 7.50709 	 -30.8677 	 0 	 1.99284e+20 	 1.54963e+20 	 1.59762e+21 	 6.93137e+20
0.398 	 0.0470137 	 0.157631 	 0 	 0.111767 	 0.683589 	 4.9999 	 418.609 	 163.704 	 0.0302823 	 0.000806532 	 0.00149501 	 7.50726 	 -30.8485 	 0 	 1.89357e+20 	 1.5495e+20 	 1.59828e+21 	 6.82494e+20
0.399 	 0.0476716 	 0.145609 	 0 	 0.113567 	 0.693153 	 4.92176 	 418.542 	 163.638 	 0.0302724 	 0.00073312 	 0.00146451 	 7.50742 	 -30.8274 	 0 	 1.79427e+20 	 1.54937e+20 	 1.59893e+21 	 6.71829e+20
0.4 	 0.0483498 	 0.1332 	 0 	 0.11543 	 0.70302 	 4.84354 	 418.474 	 163.57 	 0.0302616 	 0.000659752 	 0.00143202 	 7.50759 	 -30.8042 	 0 	 1.69494e+20 	 1.54924e+20 	 1.59959e+21 	 6.61152e+20
0.401 	 0.0490491 	 0.120386 	 0 	 0.117359 	 0.713205 	 4.76523 	 418.405 	 163.501 	 0.0302497 	 0.000586431 	 0.00139716 	 7.50774 	 -30.7783 	 0 	 1.59557e+20 	 1.54912e+20 	 1.60024e+21 	 6.50463e+20
0.402 	 0.0497705 	 0.107147 	 0 	 0.119358 	 0.723724 	 4.68686 	 418.335 	 163.43 	 0.0302363 	 0.000513164 	 0.00135942 	 7.50789 	 -30.7489 	 0 	 1.49617e+20 	 1.54899e+20 	 1.6009e+21 	 6.39764e+20
0.403 	 0.0505156 	 0.0934621 	 0 	 0.121434 	 0.734588 	 4.60833 	 418.263 	 163.358 	 0.0302209 	 0.000439956 	 0.00131812 	 7.50803 	 -30.7152 	 0 	 1.39673e+20 	 1.54886e+20 	 1.60155e+21 	 6.29045e+20
0.404 	 0.0512844 	 0.0793098 	 0 	 0.123588 	 0.745817 	 4.52976 	 418.19 	 163.285 	 0.0302023 	 0.00036683 	 0.00127224 	 7.50813 	 -30.6754 	 0 	 1.29727e+20 	 1.54873e+20 	 1.60221e+21 	 6.1832e+20
0.405 	 0.0520773 	 0.0646718 	 0 	 0.12583 	 0.757421 	 4.4511 	 418.115 	 163.21 	 0.0301787 	 0.000293813 	 0.00122022 	 7.50819 	 -30.6268 	 0 	 1.19778e+20 	 1.54859e+20 	 1.60286e+21 	 6.07582e+20
0.406 	 0.0528924 	 0.0495344 	 0 	 0.128164 	 0.769409 	 4.3724 	 418.038 	 163.133 	 0.0301456 	 0.000220972 	 0.00115939 	 7.50817 	 -30.5646 	 0 	 1.09826e+20 	 1.54846e+20 	 1.60352e+21 	 5.9684e+20
0.407 	 0.0537215 	 0.0339101 	 0 	 0.1306 	 0.781769 	 4.29386 	 417.959 	 163.054 	 0.0300906 	 0.000148492 	 0.00108458 	 7.50797 	 -30.478 	 0 	 9.98713e+19 	 1.54834e+20 	 1.60417e+21 	 5.86119e+20
0.408 	 0.0545239 	 0.0179538 	 0 	 0.133138 	 0.794384 	 4.21609 	 417.877 	 162.972 	 0.0299601 	 7.71611e-05 	 0.000983151 	 7.50711 	 -30.3357 	 0 	 8.99157e+19 	 1.5482e+20 	 1.60483e+21 	 5.75503e+20
0.409 	 0.0548329 	 0.00380015 	 0 	 0.135594 	 0.805773 	 4.14639 	 417.788 	 162.883 	 0.0291204 	 1.60541e-05 	 0.000821207 	 7.49983 	 -29.9962 	 0 	 7.99629e+19 	 1.54807e+20 	 1.60545e+21 	 5.65989e+20
0.41 	 0.0527313 	 0.000520308 	 0 	 0.136883 	 0.809865 	 4.11147 	 417.66 	 162.756 	 0.0250036 	 2.17784e-06 	 0.000716179 	 7.45774 	 -29.5714 	 0 	 7.00437e+19 	 1.54795e+20 	 1.60593e+21 	 5.61224e+20
0.411 	 0.0487896 	 0.000174563 	 0 	 0.138555 	 0.812481 	 4.06288 	 417.339 	 162.434 	 0.0206401 	 7.20552e-07 	 0.000684453 	 7.41453 	 -29.3474 	 0 	 6.0311e+19 	 1.54782e+20 	 1.60634e+21 	 5.5459e+20
0.412 	 0.0440245 	 7.5049e-05 	 0 	 0.141492 	 0.814408 	 3.97898 	 416.661 	 161.757 	 0.0168177 	 3.02083e-07 	 0.000665753 	 7.37658 	 -29.1783 	 0 	 5.09742e+19 	 1.54769e+20 	 1.60674e+21 	 5.43138e+20
0.413 	 0.0393101 	 3.38849e-05 	 0 	 0.146065 	 0.814591 	 3.85471 	 415.515 	 160.61 	 0.0134147 	 1.31183e-07 	 0.000650104 	 7.3344 	 -29.0164 	 0 	 4.22617e+19 	 1.54756e+20 	 1.60717e+21 	 5.26174e+20
0.414 	 0.0354047 	 1.40441e-05 	 0 	 0.152495 	 0.812087 	 3.69246 	 413.854 	 158.949 	 0.0102742 	 5.15516e-08 	 0.000634445 	 7.27063 	 -28.8276 	 0 	 3.43693e+19 	 1.54743e+20 	 1.60764e+21 	 5.04027e+20
0.415 	 0.0336597 	 3.64997e-06 	 0 	 0.16066 	 0.805677 	 3.50515 	 411.716 	 156.811 	 0.00702723 	 1.25564e-08 	 0.000616542 	 7.12799 	 -28.5196 	 0 	 2.74073e+19 	 1.5473e+20 	 1.60813e+21 	 4.78459e+20
0.416 	 0.0326203 	 1.23308e-07 	 0 	 0.170116 	 0.797264 	 3.31082 	 409.341 	 154.436 	 0.00409626 	 3.95219e-10 	 0.000593828 	 6.88451 	 -27.761 	 0 	 2.13315e+19 	 1.54717e+20 	 1.60862e+21 	 4.51933e+20
0.417 	 0.0244674 	 5.55357e-09 	 0 	 0.182143 	 0.793389 	 3.0924 	 406.809 	 151.905 	 0.00356837 	 1.63948e-11 	 0.000579462 	 6.97671 	 -27.1179 	 0 	 1.60699e+19 	 1.54704e+20 	 1.60908e+21 	 4.22117e+20
0.418 	 0.017187 	 5.61511e-10 	 0 	 0.200963 	 0.78185 	 2.80294 	 402.971 	 148.066 	 0.00330043 	 1.47281e-12 	 0.000566194 	 7.1277 	 -26.647 	 0 	 1.18886e+19 	 1.54691e+20 	 1.60972e+21 	 3.82606e+20
0.419 	 0.011628 	 1.74843e-10 	 0 	 0.229881 	 0.758491 	 2.45052 	 397.525 	 142.621 	 0.00308863 	 3.90804e-13 	 0.000551082 	 7.29498 	 -26.4051 	 0 	 8.86392e+18 	 1.54678e+20 	 1.61054e+21 	 3.34499e+20
0.42 	 0.00775608 	 8.28743e-11 	 0 	 0.273476 	 0.718768 	 2.06006 	 390.287 	 135.383 	 0.0029221 	 1.51307e-13 	 0.000534531 	 7.46777 	 -26.2291 	 0 	 6.8899e+18 	 1.54665e+20 	 1.61147e+21 	 2.81201e+20
0.421 	 0.00533517 	 4.17965e-11 	 0 	 0.337754 	 0.656911 	 1.66813 	 381.168 	 126.263 	 0.00280199 	 6.01516e-14 	 0.000518819 	 7.6294 	 -26.0258 	 0 	 5.73282e+18 	 1.54652e+20 	 1.61242e+21 	 2.27703e+20
0.422 	 0.00409435 	 1.76743e-11 	 0 	 0.472579 	 0.523326 	 1.19229 	 365.379 	 110.474 	 0.0027601 	 1.78457e-14 	 0.000505175 	 7.76261 	 -25.6394 	 0 	 5.11998e+18 	 1.5464e+20 	 1.61358e+21 	 1.6275e+20
0.423 	 0.00340028 	 6.40791e-12 	 0 	 0.607164 	 0.389435 	 0.927896 	 351.445 	 96.5402 	 0.00276546 	 5.12657e-15 	 0.000508352 	 7.85036 	 -25.2072 	 0 	 4.89474e+18 	 1.54627e+20 	 1.61422e+21 	 1.26659e+20
0.424 	 0.00286254 	 2.18009e-12 	 0 	 0.723516 	 0.273622 	 0.778474 	 339.075 	 84.1704 	 0.002787 	 1.53523e-15 	 0.000525258 	 7.91659 	 -24.7641 	 0 	 4.80403e+18 	 1.54614e+20 	 1.61458e+21 	 1.06263e+20
0.425 	 0.00237915 	 6.79527e-13 	 0 	 0.811731 	 0.18589 	 0.693605 	 328.212 	 73.3074 	 0.00281263 	 4.57879e-16 	 0.00055379 	 7.97414 	 -24.3156 	 0 	 4.76706e+18 	 1.54601e+20 	 1.61479e+21 	 9.46783e+19
0.426 	 0.00195538 	 2.02307e-13 	 0 	 0.872211 	 0.125834 	 0.645201 	 318.88 	 63.9752 	 0.00283694 	 1.38236e-16 	 0.000591408 	 8.02776 	 -23.8768 	 0 	 4.75359e+18 	 1.54588e+20 	 1.6149e+21 	 8.80709e+19
0.427 	 0.00161357 	 6.27914e-14 	 0 	 0.911058 	 0.0873284 	 0.617356 	 311.106 	 56.201 	 0.00285774 	 4.50034e-17 	 0.000634666 	 8.07718 	 -23.4706 	 0 	 4.75114e+18 	 1.54575e+20 	 1.61497e+21 	 8.42702e+19
0.428 	 0.00135703 	 2.17353e-14 	 0 	 0.935161 	 0.0634823 	 0.601112 	 304.867 	 49.9628 	 0.00287476 	 1.65678e-17 	 0.000679319 	 8.12049 	 -23.1138 	 0 	 4.75411e+18 	 1.54562e+20 	 1.61501e+21 	 8.20528e+19
0.429 	 0.00117633 	 8.81823e-15 	 0 	 0.949924 	 0.0488995 	 0.591459 	 300.063 	 45.1584 	 0.00288845 	 7.14746e-18 	 0.000721142 	 8.15554 	 -22.8172 	 0 	 4.7599e+18 	 1.54549e+20 	 1.61503e+21 	 8.07351e+19
0.43 	 0.00105569 	 4.26249e-15 	 0 	 0.958964 	 0.0399803 	 0.585613 	 296.513 	 41.608 	 0.00289953 	 3.64356e-18 	 0.000756981 	 8.18133 	 -22.5823 	 0 	 4.76725e+18 	 1.54536e+20 	 1.61504e+21 	 7.99371e+19
0.431 	 0.000980277 	 2.44549e-15 	 0 	 0.964525 	 0.0344952 	 0.582013 	 293.988 	 39.0836 	 0.00290864 	 2.17969e-18 	 0.000785371 	 8.198 	 -22.4045 	 0 	 4.77548e+18 	 1.54523e+20 	 1.61505e+21 	 7.94458e+19
0.432 	 0.000937815 	 1.63153e-15 	 0 	 0.967956 	 0.0311061 	 0.579773 	 292.255 	 37.3501 	 0.00291631 	 1.49949e-18 	 0.0008064 	 8.20664 	 -22.2752 	 0 	 4.78422e+18 	 1.54511e+20 	 1.61505e+21 	 7.914e+19
0.433 	 0.000918414 	 1.22503e-15 	 0 	 0.97007 	 0.029012 	 0.578372 	 291.102 	 36.1976 	 0.00292297 	 1.15008e-18 	 0.000821111 	 8.20897 	 -22.1831 	 0 	 4.79326e+18 	 1.54497e+20 	 1.61506e+21 	 7.89486e+19
0.434 	 0.000914998 	 1.00352e-15 	 0 	 0.971357 	 0.0277282 	 0.577497 	 290.36 	 35.4555 	 0.00292892 	 9.55439e-19 	 0.000830891 	 8.20664 	 -22.1183 	 0 	 4.80251e+18 	 1.54485e+20 	 1.61506e+21 	 7.88293e+19
0.435 	 0.000922621 	 8.73896e-16 	 0 	 0.97212 	 0.0269572 	 0.576958 	 289.9 	 34.9955 	 0.00293437 	 8.3941e-19 	 0.000837064 	 8.20104 	 -22.0726 	 0 	 4.81184e+18 	 1.54472e+20 	 1.61506e+21 	 7.87557e+19
0.436 	 0.000937918 	 7.93381e-16 	 0 	 0.972548 	 0.0265138 	 0.576633 	 289.63 	 34.7253 	 0.00293946 	 7.66058e-19 	 0.000840707 	 8.19323 	 -22.0399 	 0 	 4.82124e+18 	 1.54459e+20 	 1.61506e+21 	 7.87113e+19
0.437 	 0.000958601 	 7.4038e-16 	 0 	 0.972761 	 0.0262809 	 0.576447 	 289.486 	 34.5815 	 0.00294429 	 7.16862e-19 	 0.000842629 	 8.18396 	 -22.0158 	 0 	 4.83066e+18 	 1.54446e+20 	 1.61507e+21 	 7.8686e+19
0.438 	 0.00098316 	 7.03629e-16 	 0 	 0.972833 	 0.0261841 	 0.57635 	 289.426 	 34.521 	 0.00294893 	 6.82055e-19 	 0.000843401 	 8.17376 	 -21.9974 	 0 	 4.84007e+18 	 1.54433e+20 	 1.61507e+21 	 7.86728e+19
0.439 	 0.00101061 	 6.76886e-16 	 0 	 0.972813 	 0.0261759 	 0.576313 	 289.42 	 34.515 	 0.00295342 	 6.56173e-19 	 0.000843412 	 8.16295 	 -21.9828 	 0 	 4.84947e+18 	 1.5442e+20 	 1.61506e+21 	 7.86677e+19
0.44 	 0.00104028 	 6.56311e-16 	 0 	 0.972734 	 0.0262254 	 0.576314 	 289.449 	 34.5448 	 0.00295779 	 6.35822e-19 	 0.000842928 	 8.15177 	 -21.9707 	 0 	 4.85885e+18 	 1.54407e+20 	 1.61506e+21 	 7.86679e+19
0.441 	 0.00107172 	 6.39694e-16 	 0 	 0.972615 	 0.0263131 	 0.576341 	 289.502 	 34.5979 	 0.00296206 	 6.19043e-19 	 0.000842119 	 8.14036 	 -21.9603 	 0 	 4.86822e+18 	 1.54394e+20 	 1.61506e+21 	 7.86715e+19
0.442 	 0.00110465 	 6.25564e-16 	 0 	 0.972469 	 0.0264259 	 0.576385 	 289.571 	 34.6663 	 0.00296624 	 6.04525e-19 	 0.000841101 	 8.12882 	 -21.951 	 0 	 4.87758e+18 	 1.54381e+20 	 1.61507e+21 	 7.86775e+19
0.443 	 0.00113886 	 6.13111e-16 	 0 	 0.972306 	 0.0265555 	 0.576441 	 289.649 	 34.7448 	 0.00297034 	 5.91552e-19 	 0.000839947 	 8.11722 	 -21.9424 	 0 	 4.88689e+18 	 1.54369e+20 	 1.61506e+21 	 7.86852e+19
0.444 	 0.00117423 	 6.01777e-16 	 0 	 0.972129 	 0.0266963 	 0.576504 	 289.734 	 34.8299 	 0.00297436 	 5.79624e-19 	 0.000838705 	 8.10561 	 -21.9342 	 0 	 4.89618e+18 	 1.54356e+20 	 1.61506e+21 	 7.86938e+19
0.445 	 0.00121066 	 5.91116e-16 	 0 	 0.971944 	 0.0268453 	 0.576573 	 289.824 	 34.9193 	 0.00297831 	 5.68333e-19 	 0.000837405 	 8.09402 	 -21.9264 	 0 	 4.90544e+18 	 1.54343e+20 	 1.61506e+21 	 7.87032e+19
0.446 	 0.00124808 	 5.81048e-16 	 0 	 0.971753 	 0.0269993 	 0.576646 	 289.916 	 35.0116 	 0.00298219 	 5.57626e-19 	 0.000836074 	 8.08247 	 -21.9189 	 0 	 4.91465e+18 	 1.5433e+20 	 1.61506e+21 	 7.87132e+19
0.447 	 0.00128647 	 5.7132e-16 	 0 	 0.971556 	 0.0271575 	 0.576722 	 290.01 	 35.1057 	 0.002986 	 5.47263e-19 	 0.000834719 	 8.07097 	 -21.9115 	 0 	 4.92384e+18 	 1.54317e+20 	 1.61506e+21 	 7.87236e+19
0.448 	 0.00132577 	 5.61862e-16 	 0 	 0.971356 	 0.0273183 	 0.576802 	 290.106 	 35.2011 	 0.00298974 	 5.37186e-19 	 0.000833354 	 8.05954 	 -21.9042 	 0 	 4.93299e+18 	 1.54304e+20 	 1.61506e+21 	 7.87343e+19
0.449 	 0.00136595 	 5.52569e-16 	 0 	 0.971153 	 0.0274814 	 0.576882 	 290.202 	 35.2973 	 0.00299341 	 5.27297e-19 	 0.000831982 	 8.04819 	 -21.897 	 0 	 4.9421e+18 	 1.54291e+20 	 1.61506e+21 	 7.87453e+19
0.45 	 0.00140696 	 5.43337e-16 	 0 	 0.970947 	 0.0276461 	 0.576963 	 290.299 	 35.394 	 0.00299702 	 5.175e-19 	 0.000830607 	 8.03694 	 -21.8898 	 0 	 4.95118e+18 	 1.54278e+20 	 1.61506e+21 	 7.87564e+19
0.451 	 0.00144885 	 5.34482e-16 	 0 	 0.970739 	 0.0278118 	 0.577046 	 290.395 	 35.4909 	 0.00300057 	 5.08098e-19 	 0.000829236 	 8.02577 	 -21.8828 	 0 	 4.96022e+18 	 1.54265e+20 	 1.61506e+21 	 7.87677e+19
0.452 	 0.0014916 	 5.25939e-16 	 0 	 0.97053 	 0.0279787 	 0.57713 	 290.492 	 35.5879 	 0.00300405 	 4.99028e-19 	 0.000827867 	 8.01469 	 -21.8759 	 0 	 4.96924e+18 	 1.54252e+20 	 1.61506e+21 	 7.87791e+19
0.453 	 0.00153513 	 5.17484e-16 	 0 	 0.970319 	 0.0281464 	 0.577215 	 290.589 	 35.6849 	 0.00300747 	 4.90076e-19 	 0.000826503 	 8.00372 	 -21.8691 	 0 	 4.9782e+18 	 1.54239e+20 	 1.61506e+21 	 7.87907e+19
0.454 	 0.00157946 	 5.09274e-16 	 0 	 0.970106 	 0.0283147 	 0.5773 	 290.686 	 35.7818 	 0.00301082 	 4.81392e-19 	 0.000825145 	 7.99285 	 -21.8623 	 0 	 4.98713e+18 	 1.54226e+20 	 1.61506e+21 	 7.88026e+19
0.455 	 0.0016245 	 5.01003e-16 	 0 	 0.969892 	 0.0284835 	 0.577388 	 290.783 	 35.8785 	 0.00301412 	 4.72687e-19 	 0.000823796 	 7.98211 	 -21.8556 	 0 	 4.99601e+18 	 1.54213e+20 	 1.61506e+21 	 7.88144e+19
0.456 	 0.00167035 	 4.93168e-16 	 0 	 0.969677 	 0.0286528 	 0.577475 	 290.879 	 35.9749 	 0.00301735 	 4.64426e-19 	 0.000822453 	 7.97147 	 -21.849 	 0 	 5.00486e+18 	 1.542e+20 	 1.61506e+21 	 7.88263e+19
0.457 	 0.00171687 	 4.85303e-16 	 0 	 0.969461 	 0.0288222 	 0.577563 	 290.976 	 36.071 	 0.00302053 	 4.56173e-19 	 0.00082112 	 7.96097 	 -21.8424 	 0 	 5.01367e+18 	 1.54188e+20 	 1.61506e+21 	 7.88384e+19
0.458 	 0.00176413 	 4.7773e-16 	 0 	 0.969244 	 0.0289917 	 0.577652 	 291.071 	 36.1668 	 0.00302364 	 4.48229e-19 	 0.000819798 	 7.95057 	 -21.836 	 0 	 5.02246e+18 	 1.54175e+20 	 1.61506e+21 	 7.88505e+19
0.459 	 0.00181201 	 4.70119e-16 	 0 	 0.969026 	 0.0291615 	 0.577741 	 291.167 	 36.2621 	 0.0030267 	 4.40283e-19 	 0.000818484 	 7.94031 	 -21.8295 	 0 	 5.0312e+18 	 1.54162e+20 	 1.61506e+21 	 7.88627e+19
0.46 	 0.00186056 	 4.62764e-16 	 0 	 0.968808 	 0.0293312 	 0.577832 	 291.262 	 36.357 	 0.0030297 	 4.32609e-19 	 0.000817182 	 7.93018 	 -21.8232 	 0 	 5.0399e+18 	 1.54149e+20 	 1.61506e+21 	 7.8875e+19
0.461 	 0.00190972 	 4.55464e-16 	 0 	 0.96859 	 0.0295007 	 0.577921 	 291.356 	 36.4514 	 0.00303265 	 4.25021e-19 	 0.000815891 	 7.92018 	 -21.8169 	 0 	 5.04855e+18 	 1.54136e+20 	 1.61506e+21 	 7.88872e+19
0.462 	 0.00195951 	 4.48485e-16 	 0 	 0.96837 	 0.0296701 	 0.578011 	 291.45 	 36.5452 	 0.00303554 	 4.17762e-19 	 0.000814611 	 7.9103 	 -21.8108 	 0 	 5.05716e+18 	 1.54123e+20 	 1.61505e+21 	 7.88994e+19
0.463 	 0.00200984 	 4.41469e-16 	 0 	 0.968151 	 0.0298394 	 0.578101 	 291.543 	 36.6384 	 0.00303838 	 4.10501e-19 	 0.000813341 	 7.90056 	 -21.8046 	 0 	 5.06574e+18 	 1.54111e+20 	 1.61505e+21 	 7.89119e+19
0.464 	 0.00206073 	 4.34661e-16 	 0 	 0.967931 	 0.0300082 	 0.578192 	 291.636 	 36.7311 	 0.00304117 	 4.03464e-19 	 0.000812085 	 7.89096 	 -21.7986 	 0 	 5.07429e+18 	 1.54098e+20 	 1.61505e+21 	 7.89242e+19
0.465 	 0.00211216 	 4.28024e-16 	 0 	 0.967711 	 0.0301768 	 0.578282 	 291.728 	 36.823 	 0.00304391 	 3.96615e-19 	 0.000810842 	 7.88148 	 -21.7926 	 0 	 5.08279e+18 	 1.54085e+20 	 1.61505e+21 	 7.89365e+19
0.466 	 0.0021641 	 4.21585e-16 	 0 	 0.967491 	 0.0303448 	 0.578373 	 291.819 	 36.9144 	 0.0030466 	 3.89979e-19 	 0.000809611 	 7.87214 	 -21.7868 	 0 	 5.09125e+18 	 1.54072e+20 	 1.61505e+21 	 7.89488e+19
0.467 	 0.00221653 	 4.15312e-16 	 0 	 0.967271 	 0.0305125 	 0.578462 	 291.91 	 37.005 	 0.00304924 	 3.83524e-19 	 0.00080839 	 7.86293 	 -21.781 	 0 	 5.09968e+18 	 1.54059e+20 	 1.61505e+21 	 7.89611e+19
0.468 	 0.00226937 	 4.09078e-16 	 0 	 0.967051 	 0.0306795 	 0.578552 	 292 	 37.095 	 0.00305183 	 3.77132e-19 	 0.000807184 	 7.85387 	 -21.7753 	 0 	 5.10807e+18 	 1.54046e+20 	 1.61504e+21 	 7.89734e+19
0.469 	 0.0023226 	 4.02862e-16 	 0 	 0.966831 	 0.0308459 	 0.578642 	 292.089 	 37.1842 	 0.00305438 	 3.70785e-19 	 0.000805992 	 7.84494 	 -21.7696 	 0 	 5.11641e+18 	 1.54033e+20 	 1.61504e+21 	 7.89856e+19
0.47 	 0.00237628 	 3.96919e-16 	 0 	 0.966612 	 0.0310118 	 0.578732 	 292.177 	 37.2726 	 0.00305688 	 3.64714e-19 	 0.000804811 	 7.83614 	 -21.764 	 0 	 5.12471e+18 	 1.5402e+20 	 1.61504e+21 	 7.89979e+19
0.471 	 0.00243029 	 3.90986e-16 	 0 	 0.966393 	 0.0311767 	 0.578822 	 292.265 	 37.3603 	 0.00305934 	 3.5868e-19 	 0.000803647 	 7.82748 	 -21.7585 	 0 	 5.13297e+18 	 1.54008e+20 	 1.61504e+21 	 7.90103e+19
0.472 	 0.00248467 	 3.85195e-16 	 0 	 0.966174 	 0.031341 	 0.578912 	 292.352 	 37.4471 	 0.00306176 	 3.528e-19 	 0.000802495 	 7.81895 	 -21.753 	 0 	 5.14119e+18 	 1.53995e+20 	 1.61504e+21 	 7.90225e+19
0.473 	 0.00253941 	 3.79641e-16 	 0 	 0.965956 	 0.0315043 	 0.579001 	 292.438 	 37.5332 	 0.00306414 	 3.47163e-19 	 0.000801357 	 7.81055 	 -21.7477 	 0 	 5.14938e+18 	 1.53982e+20 	 1.61503e+21 	 7.90346e+19
0.474 	 0.00259448 	 3.74238e-16 	 0 	 0.965738 	 0.031667 	 0.579089 	 292.523 	 37.6184 	 0.00306648 	 3.41685e-19 	 0.000800231 	 7.80227 	 -21.7424 	 0 	 5.15755e+18 	 1.53969e+20 	 1.61503e+21 	 7.90467e+19
0.475 	 0.00264985 	 3.68958e-16 	 0 	 0.965521 	 0.0318289 	 0.579177 	 292.607 	 37.7029 	 0.00306878 	 3.36342e-19 	 0.000799118 	 7.79413 	 -21.7372 	 0 	 5.16567e+18 	 1.53956e+20 	 1.61503e+21 	 7.90588e+19
0.476 	 0.00270549 	 3.63837e-16 	 0 	 0.965305 	 0.0319897 	 0.579266 	 292.691 	 37.7866 	 0.00307104 	 3.31167e-19 	 0.000798022 	 7.78611 	 -21.7322 	 0 	 5.17376e+18 	 1.53944e+20 	 1.61504e+21 	 7.90708e+19
